"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALARIO TOTAL","Promedio","","","","","","","","","",""
"Hormigueros","67","Imprenta e Industrias Relacionadas       ","323","1","*","*","*","","","","","","","","","",""
"Hormigueros","67","Productos de Petróleo y Carbón           ","324","0","0","0","0","","","","","","","","","",""
"Hormigueros","67","Productos Químicos                       ","325","0","0","0","0","","","","","","","","","",""
"Hormigueros","67","Productos de Goma y Plásticos            ","326","0","0","0","0","","","","","","","","","",""
"Hormigueros","67","Productos Minerales no Metálicos         ","327","3","  44 ","  202,806 ","  4,575 ","","","","","","","","","",""
"Hormigueros","67","Industrias de Materiales Primarios       ","331","0","0","0","0","","","","","","","","","",""
"Hormigueros","67","Productos de Metal                       ","332","0","0","0","0","","","","","","","","","",""
"Hormigueros","67","Maquinaria                               ","333","0","0","0","0","","","","","","","","","",""
"Hormigueros","67","Computadora y Productos Electrónicos    ","334","0","0","0","0","","","","","","","","","",""
"Hormigueros","67","Equipo y Aparatos Eléctricos             ","335","0","0","0","0","","","","","","","","","",""
"Hormigueros","67","Equipo de Transportación                 ","336","0","0","0","0","","","","","","","","","",""
"Hormigueros","67","Muebles y Productos Relacionados         ","337","1","*","*","*","","","","","","","","","",""
"Hormigueros","67","Industrias Manufactureras Misceláneas    ","339","2","*","*","*","","","","","","","","","",""
"Hormigueros","67","Comercio al por Mayor                    ","42","2","*","*","*","","","","","","","","","",""
"Hormigueros","67","Comercio al Detal                        ","44-45","34","  441 ","  2,032,888 ","  4,610 ","","","","","","","","","",""
"Hormigueros","67","Transportación y Almacenamiento           ","48-49","4","*","*","*","","","","","","","","","",""
"Hormigueros","67","Información                              ","51","2","*","*","*","","","","","","","","","",""
"Hormigueros","67","Finanzas y Seguros                       ","52","2","*","*","*","","","","","","","","","",""
"Hormigueros","67","Bienes Raíces, Renta o Arrendamiento     ","53","2","*","*","*","","","","","","","","","",""
"Hormigueros","67","Servicios Profesionales y Técnicos       ","54","15","  22 ","  125,468 ","  5,618 ","","","","","","","","","",""
"Hormigueros","67","Gerencia de Compañías y Empresas         ","55","3","  78 ","  508,293 ","  6,489 ","","","","","","","","","",""
"Hormigueros","67","Servicios Adm. y Desperdicios Sólidos    ","56","5","  26 ","  276,436 ","  10,498 ","","","","","","","","","",""
"Hormigueros","67","Servicios Educativos                     ","61","3","  258 ","  1,615,065 ","  6,268 ","","","","","","","","","",""
"Hormigueros","67","Servicios de Salud y Asistencia Social   ","62","25","  124 ","  459,336 ","  3,694 ","","","","","","","","","",""
"Hormigueros","67","Arte, Entretenimiento y Recreación       ","71","1","*","*","*","","","","","","","","","",""
"Hormigueros","67","Alojamiento y Servicios de Alimentos     ","72","21","  225 ","  469,770 ","  2,088 ","","","","","","","","","",""
"Hormigueros","67","Otros Servicios Excepto Adm. Pública     ","81","12","  42 ","  119,134 ","  2,814 ","","","","","","","","","",""
"Hormigueros","67","Administracion Pública                   ","92","10","  457 ","  2,035,540 ","  4,457 ","","","","","","","","","",""
"Hormigueros","67","Otros (Establecimientos no Clasificados) ","99","0","0","0","0","","","","","","","","","",""
"Humacao","69","Total Municipio Segundo Trimestre 2020","","751","  14,004 ","  96,235,898 ","  6,872 ","","","","","","","","","",""
"Humacao","69","Agricultura, Bosque, Pesca y Caza        ","11","13","  247 ","  1,254,564 ","  5,079 ","","","","","","","","","",""
"Humacao","69","Mineria                                  ","21","2","*","*","*","","","","","","","","","",""
"Humacao","69","Electricidad, Agua y Gas                 ","22","4","  286 ","  2,894,776 ","  10,122 ","","","","","","","","","",""
"Humacao","69","Construcción                             ","23","32","  151 ","  780,270 ","  5,167 ","","","","","","","","","",""
"Humacao","69","Manufactura                              ","31-33","22","  1,875 ","  20,901,621 ","  11,148 ","","","","","","","","","",""
"Humacao","69","Alimentos                                ","311","5","*","*","*","","","","","","","","","",""
"Humacao","69","Productos de Tabaco y Bebidas            ","312","0","0","0","0","","","","","","","","","",""
"Humacao","69","Textiles                                 ","313","0","0","0","0","","","","","","","","","",""
"Humacao","69","Productos Textiles Excepto Ropa          ","314","0","0","0","0","","","","","","","","","",""
"Humacao","69","Ropa                                     ","315","1","*","*","*","","","","","","","","","",""
"Humacao","69","Cuero y Productos Relacionados           ","316","0","0","0","0","","","","","","","","","",""
"Humacao","69","Productos de Madera                      ","321","0","0","0","0","","","","","","","","","",""
"Humacao","69","Papel                                    ","322","0","0","0","0","","","","","","","","","",""
"Humacao","69","Imprenta e Industrias Relacionadas       ","323","2","*","*","*","","","","","","","","","",""
"Humacao","69","Productos de Petróleo y Carbón           ","324","1","*","*","*","","","","","","","","","",""
"Humacao","69","Productos Químicos                       ","325","5","*","*","*","","","","","","","","","",""
"Humacao","69","Productos de Goma y Plásticos            ","326","0","0","0","0","","","","","","","","","",""
"Humacao","69","Productos Minerales no Metálicos         ","327","1","*","*","*","","","","","","","","","",""
"Humacao","69","Industrias de Materiales Primarios       ","331","1","*","*","*","","","","","","","","","",""
"Humacao","69","Productos de Metal                       ","332","2","*","*","*","","","","","","","","","",""
"Humacao","69","Maquinaria                               ","333","0","0","0","0","","","","","","","","","",""
"Humacao","69","Computadora y Productos Electrónicos    ","334","1","*","*","*","","","","","","","","","",""
"Humacao","69","Equipo y Aparatos Eléctricos             ","335","2","*","*","*","","","","","","","","","",""
"Humacao","69","Equipo de Transportación                 ","336","0","0","0","0","","","","","","","","","",""
"Humacao","69","Muebles y Productos Relacionados         ","337","0","0","0","0","","","","","","","","","",""
"Humacao","69","Industrias Manufactureras Misceláneas    ","339","1","*","*","*","","","","","","","","","",""
"Humacao","69","Comercio al por Mayor                    ","42","12","  40 ","  277,709 ","  6,885 ","","","","","","","","","",""
"Humacao","69","Comercio al Detal                        ","44-45","142","  2,388 ","  10,587,171 ","  4,433 ","","","","","","","","","",""
"Humacao","69","Transportación y Almacenamiento           ","48-49","13","*","*","*","","","","","","","","","",""
"Humacao","69","Información                              ","51","11","  196 ","  3,610,636 ","  18,422 ","","","","","","","","","",""
"Humacao","69","Finanzas y Seguros                       ","52","22","  230 ","  1,756,469 ","  7,648 ","","","","","","","","","",""
"Humacao","69","Bienes Raíces, Renta o Arrendamiento     ","53","29","  78 ","  428,158 ","  5,466 ","","","","","","","","","",""
"Humacao","69","Servicios Profesionales y Técnicos       ","54","85","  314 ","  3,127,206 ","  9,959 ","","","","","","","","","",""
"Humacao","69","Gerencia de Compañías y Empresas         ","55","0","0","0","0","","","","","","","","","",""
"Humacao","69","Servicios Adm. y Desperdicios Sólidos    ","56","30","  328 ","  2,935,755 ","  8,960 ","","","","","","","","","",""
"Humacao","69","Servicios Educativos                     ","61","18","  1,650 ","  11,863,024 ","  7,190 ","","","","","","","","","",""
"Humacao","69","Servicios de Salud y Asistencia Social   ","62","166","  2,227 ","  14,473,587 ","  6,498 ","","","","","","","","","",""
"Humacao","69","Arte, Entretenimiento y Recreación       ","71","7","  20 ","  101,030 ","  5,052 ","","","","","","","","","",""
"Humacao","69","Alojamiento y Servicios de Alimentos     ","72","73","  799 ","  2,163,358 ","  2,709 ","","","","","","","","","",""
"Humacao","69","Otros Servicios Excepto Adm. Pública     ","81","37","  151 ","  733,305 ","  4,846 ","","","","","","","","","",""
"Humacao","69","Administracion Pública                   ","92","33","  2,386 ","  14,906,503 ","  6,248 ","","","","","","","","","",""
"Humacao","69","Otros (Establecimientos no Clasificados) ","99","0","0","0","0","","","","","","","","","",""
"Isabela","71","Total Municipio Segundo Trimestre 2020","","462","  5,076 ","  28,188,920 ","  5,554 ","","","","","","","","","",""
"Isabela","71","Agricultura, Bosque, Pesca y Caza        ","11","18","  71 ","  234,226 ","  3,299 ","","","","","","","","","",""
"Isabela","71","Mineria                                  ","21","0","0","0","0","","","","","","","","","",""
"Isabela","71","Electricidad, Agua y Gas                 ","22","3","  108 ","  954,971 ","  8,842 ","","","","","","","","","",""
"Isabela","71","Construcción                             ","23","20","  238 ","  1,034,372 ","  4,352 ","","","","","","","","","",""
"Isabela","71","Manufactura                              ","31-33","23","  125 ","  353,709 ","  2,822 ","","","","","","","","","",""
"Isabela","71","Alimentos                                ","311","13","  80 ","  205,228 ","  2,576 ","","","","","","","","","",""
"Isabela","71","Productos de Tabaco y Bebidas            ","312","0","0","0","0","","","","","","","","","",""
"Isabela","71","Textiles                                 ","313","0","0","0","0","","","","","","","","","",""
"Isabela","71","Productos Textiles Excepto Ropa          ","314","0","0","0","0","","","","","","","","","",""
"Isabela","71","Ropa                                     ","315","0","0","0","0","","","","","","","","","",""
"Isabela","71","Cuero y Productos Relacionados           ","316","0","0","0","0","","","","","","","","","",""
"Isabela","71","Productos de Madera                      ","321","0","0","0","0","","","","","","","","","",""
"Isabela","71","Papel                                    ","322","0","0","0","0","","","","","","","","","",""
"Isabela","71","Imprenta e Industrias Relacionadas       ","323","3","  18 ","  52,947 ","  2,997 ","","","","","","","","","",""
"Isabela","71","Productos de Petróleo y Carbón           ","324","0","0","0","0","","","","","","","","","",""
"Isabela","71","Productos Químicos                       ","325","0","0","0","0","","","","","","","","","",""
"Isabela","71","Productos de Goma y Plásticos            ","326","0","0","0","0","","","","","","","","","",""
"Isabela","71","Productos Minerales no Metálicos         ","327","3","  24 ","  83,785 ","  3,491 ","","","","","","","","","",""
"Isabela","71","Industrias de Materiales Primarios       ","331","0","0","0","0","","","","","","","","","",""
"Isabela","71","Productos de Metal                       ","332","3","*","*","*","","","","","","","","","",""
"Isabela","71","Maquinaria                               ","333","0","0","0","0","","","","","","","","","",""
"Isabela","71","Computadora y Productos Electrónicos    ","334","0","0","0","0","","","","","","","","","",""
"Isabela","71","Equipo y Aparatos Eléctricos             ","335","0","0","0","0","","","","","","","","","",""
"Isabela","71","Equipo de Transportación                 ","336","0","0","0","0","","","","","","","","","",""
"Isabela","71","Muebles y Productos Relacionados         ","337","0","0","0","0","","","","","","","","","",""
"Isabela","71","Industrias Manufactureras Misceláneas    ","339","1","*","*","*","","","","","","","","","",""
"Isabela","71","Comercio al por Mayor                    ","42","17","  161 ","  1,247,586 ","  7,733 ","","","","","","","","","",""
"Isabela","71","Comercio al Detal                        ","44-45","107","  1,314 ","  5,796,034 ","  4,412 ","","","","","","","","","",""
"Isabela","71","Transportación y Almacenamiento           ","48-49","4","  30 ","  582,772 ","  19,644 ","","","","","","","","","",""
"Isabela","71","Información                              ","51","2","*","*","*","","","","","","","","","",""
"Isabela","71","Finanzas y Seguros                       ","52","14","  161 ","  1,407,783 ","  8,762 ","","","","","","","","","",""
"Isabela","71","Bienes Raíces, Renta o Arrendamiento     ","53","8","  7 ","  38,145 ","  5,202 ","","","","","","","","","",""
"Isabela","71","Servicios Profesionales y Técnicos       ","54","40","  516 ","  4,925,881 ","  9,540 ","","","","","","","","","",""
"Isabela","71","Gerencia de Compañías y Empresas         ","55","0","0","0","0","","","","","","","","","",""
"Isabela","71","Servicios Adm. y Desperdicios Sólidos    ","56","10","  73 ","  736,903 ","  10,049 ","","","","","","","","","",""
"Isabela","71","Servicios Educativos                     ","61","9","  525 ","  3,431,524 ","  6,536 ","","","","","","","","","",""
"Isabela","71","Servicios de Salud y Asistencia Social   ","62","83","  469 ","  2,680,097 ","  5,714 ","","","","","","","","","",""
"Isabela","71","Arte, Entretenimiento y Recreación       ","71","4","*","*","*","","","","","","","","","",""
"Isabela","71","Alojamiento y Servicios de Alimentos     ","72","65","  498 ","  1,276,589 ","  2,565 ","","","","","","","","","",""
"Isabela","71","Otros Servicios Excepto Adm. Pública     ","81","22","  37 ","  139,733 ","  3,743 ","","","","","","","","","",""
"Isabela","71","Administracion Pública                   ","92","13","  714 ","  3,188,513 ","  4,464 ","","","","","","","","","",""
"Isabela","71","Otros (Establecimientos no Clasificados) ","99","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Total Municipio Segundo Trimestre 2020","","149","  2,667 ","  21,006,480 ","  7,877 ","","","","","","","","","",""
"Jayuya","73","Agricultura, Bosque, Pesca y Caza        ","11","38","  137 ","  256,447 ","  1,867 ","","","","","","","","","",""
"Jayuya","73","Mineria                                  ","21","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Electricidad, Agua y Gas                 ","22","1","*","*","*","","","","","","","","","",""
"Jayuya","73","Construcción                             ","23","7","  74 ","  221,159 ","  2,989 ","","","","","","","","","",""
"Jayuya","73","Manufactura                              ","31-33","7","  1,017 ","  13,372,982 ","  13,154 ","","","","","","","","","",""
"Jayuya","73","Alimentos                                ","311","3","  42 ","  115,281 ","  2,767 ","","","","","","","","","",""
"Jayuya","73","Productos de Tabaco y Bebidas            ","312","1","*","*","*","","","","","","","","","",""
"Jayuya","73","Textiles                                 ","313","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Productos Textiles Excepto Ropa          ","314","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Ropa                                     ","315","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Cuero y Productos Relacionados           ","316","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Productos de Madera                      ","321","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Papel                                    ","322","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Imprenta e Industrias Relacionadas       ","323","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Productos de Petróleo y Carbón           ","324","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Productos Químicos                       ","325","2","*","*","*","","","","","","","","","",""
"Jayuya","73","Productos de Goma y Plásticos            ","326","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Productos Minerales no Metálicos         ","327","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Industrias de Materiales Primarios       ","331","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Productos de Metal                       ","332","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Maquinaria                               ","333","1","*","*","*","","","","","","","","","",""
"Jayuya","73","Computadora y Productos Electrónicos    ","334","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Equipo y Aparatos Eléctricos             ","335","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Equipo de Transportación                 ","336","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Muebles y Productos Relacionados         ","337","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Industrias Manufactureras Misceláneas    ","339","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Comercio al por Mayor                    ","42","1","*","*","*","","","","","","","","","",""
"Jayuya","73","Comercio al Detal                        ","44-45","33","  257 ","  977,460 ","  3,808 ","","","","","","","","","",""
"Jayuya","73","Transportación y Almacenamiento           ","48-49","5","  7 ","  105,342 ","  15,801 ","","","","","","","","","",""
"Jayuya","73","Información                              ","51","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Finanzas y Seguros                       ","52","3","  29 ","  225,848 ","  7,788 ","","","","","","","","","",""
"Jayuya","73","Bienes Raíces, Renta o Arrendamiento     ","53","4","  9 ","  40,707 ","  4,361 ","","","","","","","","","",""
"Jayuya","73","Servicios Profesionales y Técnicos       ","54","3","*","*","*","","","","","","","","","",""
"Jayuya","73","Gerencia de Compañías y Empresas         ","55","0","0","0","0","","","","","","","","","",""
"Jayuya","73","Servicios Adm. y Desperdicios Sólidos    ","56","1","*","*","*","","","","","","","","","",""
"Jayuya","73","Servicios Educativos                     ","61","1","  301 ","  2,014,771 ","  6,701 ","","","","","","","","","",""
"Jayuya","73","Servicios de Salud y Asistencia Social   ","62","13","  51 ","  207,521 ","  4,069 ","","","","","","","","","",""
"Jayuya","73","Arte, Entretenimiento y Recreación       ","71","1","*","*","*","","","","","","","","","",""
"Jayuya","73","Alojamiento y Servicios de Alimentos     ","72","17","  78 ","  118,812 ","  1,517 ","","","","","","","","","",""
"Jayuya","73","Otros Servicios Excepto Adm. Pública     ","81","2","*","*","*","","","","","","","","","",""
"Jayuya","73","Administracion Pública                   ","92","12","  599 ","  3,021,989 ","  5,042 ","","","","","","","","","",""
"Jayuya","73","Otros (Establecimientos no Clasificados) ","99","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Total Municipio Segundo Trimestre 2020","","313","  5,961 ","  38,548,819 ","  6,466 ","","","","","","","","","",""
"Juana Díaz","75","Agricultura, Bosque, Pesca y Caza        ","11","17","  482 ","  1,873,381 ","  3,884 ","","","","","","","","","",""
"Juana Díaz","75","Mineria                                  ","21","3","  85 ","  550,620 ","  6,453 ","","","","","","","","","",""
"Juana Díaz","75","Electricidad, Agua y Gas                 ","22","2","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Construcción                             ","23","23","  87 ","  336,409 ","  3,852 ","","","","","","","","","",""
"Juana Díaz","75","Manufactura                              ","31-33","22","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Alimentos                                ","311","9","  112 ","  305,509 ","  2,720 ","","","","","","","","","",""
"Juana Díaz","75","Productos de Tabaco y Bebidas            ","312","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Textiles                                 ","313","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Productos Textiles Excepto Ropa          ","314","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Ropa                                     ","315","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Cuero y Productos Relacionados           ","316","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Productos de Madera                      ","321","1","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Papel                                    ","322","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Imprenta e Industrias Relacionadas       ","323","1","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Productos de Petróleo y Carbón           ","324","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Productos Químicos                       ","325","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Productos de Goma y Plásticos            ","326","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Productos Minerales no Metálicos         ","327","3","  63 ","  267,920 ","  4,253 ","","","","","","","","","",""
"Juana Díaz","75","Industrias de Materiales Primarios       ","331","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Productos de Metal                       ","332","2","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Maquinaria                               ","333","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Computadora y Productos Electrónicos    ","334","1","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Equipo y Aparatos Eléctricos             ","335","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Equipo de Transportación                 ","336","0","0","0","0","","","","","","","","","",""
"Juana Díaz","75","Muebles y Productos Relacionados         ","337","4","  94 ","  455,521 ","  4,846 ","","","","","","","","","",""
"Juana Díaz","75","Industrias Manufactureras Misceláneas    ","339","1","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Comercio al por Mayor                    ","42","12","  50 ","  247,746 ","  4,922 ","","","","","","","","","",""
"Juana Díaz","75","Comercio al Detal                        ","44-45","76","  817 ","  3,129,694 ","  3,829 ","","","","","","","","","",""
"Juana Díaz","75","Transportación y Almacenamiento           ","48-49","3","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Información                              ","51","1","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Finanzas y Seguros                       ","52","8","  96 ","  729,300 ","  7,597 ","","","","","","","","","",""
"Juana Díaz","75","Bienes Raíces, Renta o Arrendamiento     ","53","11","  31 ","  165,172 ","  5,386 ","","","","","","","","","",""
"Juana Díaz","75","Servicios Profesionales y Técnicos       ","54","13","  148 ","  1,426,630 ","  9,618 ","","","","","","","","","",""
"Juana Díaz","75","Gerencia de Compañías y Empresas         ","55","2","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Servicios Adm. y Desperdicios Sólidos    ","56","7","  35 ","  138,215 ","  3,987 ","","","","","","","","","",""
"Juana Díaz","75","Servicios Educativos                     ","61","3","  574 ","  3,770,962 ","  6,570 ","","","","","","","","","",""
"Juana Díaz","75","Servicios de Salud y Asistencia Social   ","62","48","  466 ","  2,568,114 ","  5,511 ","","","","","","","","","",""
"Juana Díaz","75","Arte, Entretenimiento y Recreación       ","71","2","*","*","*","","","","","","","","","",""
"Juana Díaz","75","Alojamiento y Servicios de Alimentos     ","72","30","  264 ","  629,622 ","  2,385 ","","","","","","","","","",""
"Juana Díaz","75","Otros Servicios Excepto Adm. Pública     ","81","15","  35 ","  90,896 ","  2,622 ","","","","","","","","","",""
"Juana Díaz","75","Administracion Pública                   ","92","15","  684 ","  3,999,906 ","  5,845 ","","","","","","","","","",""
"Juana Díaz","75","Otros (Establecimientos no Clasificados) ","99","0","0","0","0","","","","","","","","","",""
"Juncos","77","Total Municipio Segundo Trimestre 2020","","251","  7,154 ","  112,685,815 ","  15,751 ","","","","","","","","","",""
"Juncos","77","Agricultura, Bosque, Pesca y Caza        ","11","7","  52 ","  162,699 ","  3,129 ","","","","","","","","","",""
"Juncos","77","Mineria                                  ","21","0","0","0","0","","","","","","","","","",""
"Juncos","77","Electricidad, Agua y Gas                 ","22","2","*","*","*","","","","","","","","","",""
"Juncos","77","Construcción                             ","23","21","  176 ","  790,925 ","  4,494 ","","","","","","","","","",""
"Juncos","77","Manufactura                              ","31-33","14","  4,004 ","  95,091,890 ","  23,747 ","","","","","","","","","",""
"Juncos","77","Alimentos                                ","311","4","  15 ","  28,107 ","  1,874 ","","","","","","","","","",""
"Juncos","77","Productos de Tabaco y Bebidas            ","312","1","*","*","*","","","","","","","","","",""
"Juncos","77","Textiles                                 ","313","0","0","0","0","","","","","","","","","",""
"Juncos","77","Productos Textiles Excepto Ropa          ","314","0","0","0","0","","","","","","","","","",""
"Juncos","77","Ropa                                     ","315","1","*","*","*","","","","","","","","","",""
"Juncos","77","Cuero y Productos Relacionados           ","316","0","0","0","0","","","","","","","","","",""
"Juncos","77","Productos de Madera                      ","321","0","0","0","0","","","","","","","","","",""
"Juncos","77","Papel                                    ","322","0","0","0","0","","","","","","","","","",""
"Juncos","77","Imprenta e Industrias Relacionadas       ","323","1","*","*","*","","","","","","","","","",""
"Juncos","77","Productos de Petróleo y Carbón           ","324","0","0","0","0","","","","","","","","","",""
"Juncos","77","Productos Químicos                       ","325","3","*","*","*","","","","","","","","","",""
"Juncos","77","Productos de Goma y Plásticos            ","326","1","*","*","*","","","","","","","","","",""
"Juncos","77","Productos Minerales no Metálicos         ","327","0","0","0","0","","","","","","","","","",""
"Juncos","77","Industrias de Materiales Primarios       ","331","1","*","*","*","","","","","","","","","",""
"Juncos","77","Productos de Metal                       ","332","0","0","0","0","","","","","","","","","",""
"Juncos","77","Maquinaria                               ","333","0","0","0","0","","","","","","","","","",""
"Juncos","77","Computadora y Productos Electrónicos    ","334","1","*","*","*","","","","","","","","","",""
"Juncos","77","Equipo y Aparatos Eléctricos             ","335","0","0","0","0","","","","","","","","","",""
"Juncos","77","Equipo de Transportación                 ","336","0","0","0","0","","","","","","","","","",""
"Juncos","77","Muebles y Productos Relacionados         ","337","0","0","0","0","","","","","","","","","",""
"Juncos","77","Industrias Manufactureras Misceláneas    ","339","1","*","*","*","","","","","","","","","",""
"Juncos","77","Comercio al por Mayor                    ","42","7","  53 ","  903,446 ","  16,940 ","","","","","","","","","",""
"Juncos","77","Comercio al Detal                        ","44-45","53","  601 ","  2,162,773 ","  3,601 ","","","","","","","","","",""
"Juncos","77","Transportación y Almacenamiento           ","48-49","4","*","*","*","","","","","","","","","",""
"Juncos","77","Información                              ","51","2","*","*","*","","","","","","","","","",""
"Juncos","77","Finanzas y Seguros                       ","52","7","  57 ","  401,149 ","  7,079 ","","","","","","","","","",""
"Juncos","77","Bienes Raíces, Renta o Arrendamiento     ","53","9","  32 ","  110,856 ","  3,501 ","","","","","","","","","",""
"Juncos","77","Servicios Profesionales y Técnicos       ","54","15","  78 ","  2,174,428 ","  27,877 ","","","","","","","","","",""
"Juncos","77","Gerencia de Compañías y Empresas         ","55","0","0","0","0","","","","","","","","","",""
"Juncos","77","Servicios Adm. y Desperdicios Sólidos    ","56","8","  49 ","  268,127 ","  5,472 ","","","","","","","","","",""
"Juncos","77","Servicios Educativos                     ","61","1","  429 ","  2,913,547 ","  6,797 ","","","","","","","","","",""
"Juncos","77","Servicios de Salud y Asistencia Social   ","62","55","  430 ","  2,169,094 ","  5,048 ","","","","","","","","","",""
"Juncos","77","Arte, Entretenimiento y Recreación       ","71","3","  4 ","  20,020 ","  5,460 ","","","","","","","","","",""
"Juncos","77","Alojamiento y Servicios de Alimentos     ","72","21","  273 ","  829,452 ","  3,035 ","","","","","","","","","",""
"Juncos","77","Otros Servicios Excepto Adm. Pública     ","81","11","  37 ","  170,675 ","  4,655 ","","","","","","","","","",""
"Juncos","77","Administracion Pública                   ","92","11","  834 ","  4,061,556 ","  4,870 ","","","","","","","","","",""
"Juncos","77","Otros (Establecimientos no Clasificados) ","99","0","0","0","0","","","","","","","","","",""
"Lajas","79","Total Municipio Segundo Trimestre 2020","","223","  2,887 ","  12,630,061 ","  4,375 ","","","","","","","","","",""
"Lajas","79","Agricultura, Bosque, Pesca y Caza        ","11","43","  170 ","  632,010 ","  3,725 ","","","","","","","","","",""
"Lajas","79","Mineria                                  ","21","0","0","0","0","","","","","","","","","",""
"Lajas","79","Electricidad, Agua y Gas                 ","22","1","*","*","*","","","","","","","","","",""
"Lajas","79","Construcción                             ","23","7","  84 ","  390,450 ","  4,630 ","","","","","","","","","",""
"Lajas","79","Manufactura                              ","31-33","14","  819 ","  2,723,130 ","  3,326 ","","","","","","","","","",""
"Lajas","79","Alimentos                                ","311","7","  48 ","  86,416 ","  1,813 ","","","","","","","","","",""
"Lajas","79","Productos de Tabaco y Bebidas            ","312","1","*","*","*","","","","","","","","","",""
"Lajas","79","Textiles                                 ","313","0","0","0","0","","","","","","","","","",""
"Lajas","79","Productos Textiles Excepto Ropa          ","314","0","0","0","0","","","","","","","","","",""
"Lajas","79","Ropa                                     ","315","2","*","*","*","","","","","","","","","",""
"Lajas","79","Cuero y Productos Relacionados           ","316","0","0","0","0","","","","","","","","","",""
"Lajas","79","Productos de Madera                      ","321","0","0","0","0","","","","","","","","","",""
"Lajas","79","Papel                                    ","322","0","0","0","0","","","","","","","","","",""
"Lajas","79","Imprenta e Industrias Relacionadas       ","323","1","*","*","*","","","","","","","","","",""
"Lajas","79","Productos de Petróleo y Carbón           ","324","0","0","0","0","","","","","","","","","",""
"Lajas","79","Productos Químicos                       ","325","0","0","0","0","","","","","","","","","",""
"Lajas","79","Productos de Goma y Plásticos            ","326","0","0","0","0","","","","","","","","","",""
"Lajas","79","Productos Minerales no Metálicos         ","327","1","*","*","*","","","","","","","","","",""
"Lajas","79","Industrias de Materiales Primarios       ","331","0","0","0","0","","","","","","","","","",""
"Lajas","79","Productos de Metal                       ","332","0","0","0","0","","","","","","","","","",""
"Lajas","79","Maquinaria                               ","333","0","0","0","0","","","","","","","","","",""
"Lajas","79","Computadora y Productos Electrónicos    ","334","0","0","0","0","","","","","","","","","",""
"Lajas","79","Equipo y Aparatos Eléctricos             ","335","0","0","0","0","","","","","","","","","",""
"Lajas","79","Equipo de Transportación                 ","336","1","*","*","*","","","","","","","","","",""
"Lajas","79","Muebles y Productos Relacionados         ","337","0","0","0","0","","","","","","","","","",""
"Lajas","79","Industrias Manufactureras Misceláneas    ","339","1","*","*","*","","","","","","","","","",""
"Lajas","79","Comercio al por Mayor                    ","42","3","  20 ","  135,344 ","  6,767 ","","","","","","","","","",""
"Lajas","79","Comercio al Detal                        ","44-45","46","  404 ","  1,371,971 ","  3,399 ","","","","","","","","","",""
"Lajas","79","Transportación y Almacenamiento           ","48-49","7","  23 ","  210,960 ","  9,307 ","","","","","","","","","",""
"Lajas","79","Información                              ","51","0","0","0","0","","","","","","","","","",""
"Lajas","79","Finanzas y Seguros                       ","52","2","*","*","*","","","","","","","","","",""
