"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALRIO Total Municipio Segundo Trimestre 2019","Promedio"
"Villalba","149","Ropa                                     ","315","1","*","*","*"
"Villalba","149","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Villalba","149","Productos de Madera                      ","321","0","0","0","0"
"Villalba","149","Papel                                    ","322","0","0","0","0"
"Villalba","149","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Villalba","149","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Villalba","149","Productos Químicos                       ","325","0","0","0","0"
"Villalba","149","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Villalba","149","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Villalba","149","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Villalba","149","Productos de Metal                       ","332","2","*","*","*"
"Villalba","149","Maquinaria                               ","333","0","0","0","0"
"Villalba","149","Computadora y Productos Electrónicos    ","334","1","*","*","*"
"Villalba","149","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Villalba","149","Equipo de Transportación                 ","336","0","0","0","0"
"Villalba","149","Muebles y Productos Relacionados         ","337","1","*","*","*"
"Villalba","149","Industrias Manufactureras Misceláneas    ","339","0","0","0","0"
"Villalba","149","Comercio al por Mayor                    ","42","1","*","*","*"
"Villalba","149","Comercio al Detal                        ","44-45","33","271","1293315","4767"
"Villalba","149","Transportación y Almacenamiento           ","48-49","5","20","219465","10793"
"Villalba","149","Información                              ","51","0","0","0","0"
"Villalba","149","Finanzas y Seguros                       ","52","3","63","452204","7216"
"Villalba","149","Bienes Raíces, Renta o Arrendamiento     ","53","2","*","*","*"
"Villalba","149","Servicios Profesionales y Técnicos       ","54","6","14","127023","8862"
"Villalba","149","Gerencia de Companías y Empresas         ","55","1","*","*","*"
"Villalba","149","Servicios Adm. y Desperdicios Sólidos    ","56","1","*","*","*"
"Villalba","149","Servicios Educativos                     ","61","2","447","3378788","7564"
"Villalba","149","Servicios de Salud y Asistencia Social   ","62","28","141","842162","5987"
"Villalba","149","Arte, Entretenimiento y Recreación       ","71","0","0","0","0"
"Villalba","149","Alojamiento y Servicios de Alimentos     ","72","15","141","411324","2924"
"Villalba","149","Otros Servicios Excepto Adm. Pública     ","81","9","17","40893","2405"
"Villalba","149","Administración Pública                   ","92","10","793","4129357","5207"
"Villalba","149","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Yabucoa","151","Total Municipio Cuarto Trimestre 2020 ","","200","2660","14888502","5597"
"Yabucoa","151","Agricultura, Bosque, Pesca y Caza        ","11","25","48","88602","1859"
"Yabucoa","151","Mineria                                  ","21","1","*","*","*"
"Yabucoa","151","Electricidad, Agua y Gas                 ","22","4","17","170785","10046"
"Yabucoa","151","Construcción                             ","23","10","50","293391","5829"
"Yabucoa","151","Manufactura                              ","31-33","9","*","*","*"
"Yabucoa","151","Alimentos                                ","311","4","9","28775","3197"
"Yabucoa","151","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Yabucoa","151","Textiles                                 ","313","0","0","0","0"
"Yabucoa","151","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Yabucoa","151","Ropa                                     ","315","1","*","*","*"
"Yabucoa","151","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Yabucoa","151","Productos de Madera                      ","321","0","0","0","0"
"Yabucoa","151","Papel                                    ","322","0","0","0","0"
"Yabucoa","151","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Yabucoa","151","Productos de Petróleo y Carbón           ","324","1","*","*","*"
"Yabucoa","151","Productos Químicos                       ","325","0","0","0","0"
"Yabucoa","151","Productos de Goma y Plásticos            ","326","1","*","*","*"
"Yabucoa","151","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Yabucoa","151","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Yabucoa","151","Productos de Metal                       ","332","0","0","0","0"
"Yabucoa","151","Maquinaria                               ","333","1","*","*","*"
"Yabucoa","151","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Yabucoa","151","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Yabucoa","151","Equipo de Transportación                 ","336","0","0","0","0"
"Yabucoa","151","Muebles y Productos Relacionados         ","337","1","*","*","*"
"Yabucoa","151","Industrias Manufactureras Misceláneas    ","339","0","0","0","0"
"Yabucoa","151","Comercio al por Mayor                    ","42","6","37","532940","14535"
"Yabucoa","151","Comercio al Detal                        ","44-45","48","510","2326137","4561"
"Yabucoa","151","Transportación y Almacenamiento           ","48-49","2","*","*","*"
"Yabucoa","151","Información                              ","51","0","0","0","0"
"Yabucoa","151","Finanzas y Seguros                       ","52","5","52","357611","6833"
"Yabucoa","151","Bienes Raíces, Renta o Arrendamiento     ","53","2","*","*","*"
"Yabucoa","151","Servicios Profesionales y Técnicos       ","54","8","11","77070","7006"
"Yabucoa","151","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Yabucoa","151","Servicios Adm. y Desperdicios Sólidos    ","56","2","*","*","*"
"Yabucoa","151","Servicios Educativos                     ","61","3","478","3703932","7754"
"Yabucoa","151","Servicios de Salud y Asistencia Social   ","62","33","244","1639104","6718"
"Yabucoa","151","Arte, Entretenimiento y Recreación       ","71","1","*","*","*"
"Yabucoa","151","Alojamiento y Servicios de Alimentos     ","72","19","125","342643","2748"
"Yabucoa","151","Otros Servicios Excepto Adm. Pública     ","81","12","34","133941","3901"
"Yabucoa","151","Administración Pública                   ","92","10","762","3500959","4592"
"Yabucoa","151","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Yauco","153","Total Municipio Cuarto Trimestre 2020 ","","407","5739","34474879","6007"
"Yauco","153","Agricultura, Bosque, Pesca y Caza        ","11","41","247","555867","2247"
"Yauco","153","Mineria                                  ","21","0","0","0","0"
"Yauco","153","Electricidad, Agua y Gas                 ","22","4","209","2321110","11124"
"Yauco","153","Construcción                             ","23","10","83","516078","6243"
"Yauco","153","Manufactura                              ","31-33","21","1011","8997719","8897"
"Yauco","153","Alimentos                                ","311","10","234","1474989","6303"
"Yauco","153","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Yauco","153","Textiles                                 ","313","0","0","0","0"
"Yauco","153","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Yauco","153","Ropa                                     ","315","0","0","0","0"
"Yauco","153","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Yauco","153","Productos de Madera                      ","321","0","0","0","0"
"Yauco","153","Papel                                    ","322","0","0","0","0"
"Yauco","153","Imprenta e Industrias Relacionadas       ","323","2","*","*","*"
"Yauco","153","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Yauco","153","Productos Químicos                       ","325","0","0","0","0"
"Yauco","153","Productos de Goma y Plásticos            ","326","1","*","*","*"
"Yauco","153","Productos Minerales no Metálicos         ","327","1","*","*","*"
"Yauco","153","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Yauco","153","Productos de Metal                       ","332","1","*","*","*"
"Yauco","153","Maquinaria                               ","333","0","0","0","0"
"Yauco","153","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Yauco","153","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Yauco","153","Equipo de Transportación                 ","336","0","0","0","0"
"Yauco","153","Muebles y Productos Relacionados         ","337","5","20","32607","1658"
"Yauco","153","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"Yauco","153","Comercio al por Mayor                    ","42","5","37","120451","3255"
"Yauco","153","Comercio al Detal                        ","44-45","99","1078","4774296","4430"
"Yauco","153","Transportación y Almacenamiento           ","48-49","5","29","457922","15790"
"Yauco","153","Información                              ","51","2","*","*","*"
"Yauco","153","Finanzas y Seguros                       ","52","14","137","1190303","8688"
"Yauco","153","Bienes Raíces, Renta o Arrendamiento     ","53","12","41","321799","7913"
"Yauco","153","Servicios Profesionales y Técnicos       ","54","24","50","232942","4628"
"Yauco","153","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Yauco","153","Servicios Adm. y Desperdicios Sólidos    ","56","12","78","279684","3601"
"Yauco","153","Servicios Educativos                     ","61","5","711","5277980","7423"
"Yauco","153","Servicios de Salud y Asistencia Social   ","62","78","638","4350589","6823"
"Yauco","153","Arte, Entretenimiento y Recreación       ","71","1","*","*","*"
"Yauco","153","Alojamiento y Servicios de Alimentos     ","72","40","624","1685791","2700"
"Yauco","153","Otros Servicios Excepto Adm. Pública     ","81","22","49","160601","3278"
"Yauco","153","Administración Pública                   ","92","12","703","3075323","4372"
"Yauco","153","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Multi Municipio","995","Total Municipio Cuarto Trimestre 2020 ","","201","1956","28462651","14551"
"Multi Municipio","995","Agricultura, Bosque, Pesca y Caza        ","11","0","0","0","0"
"Multi Municipio","995","Mineria                                  ","21","0","0","0","0"
"Multi Municipio","995","Electricidad, Agua y Gas                 ","22","1","*","*","*"
"Multi Municipio","995","Construcción                             ","23","2","*","*","*"
"Multi Municipio","995","Manufactura                              ","31-33","9","10","207014","21415"
"Multi Municipio","995","Alimentos                                ","311","0","0","0","0"
"Multi Municipio","995","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Multi Municipio","995","Textiles                                 ","313","0","0","0","0"
"Multi Municipio","995","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Multi Municipio","995","Ropa                                     ","315","1","*","*","*"
"Multi Municipio","995","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Multi Municipio","995","Productos de Madera                      ","321","1","*","*","*"
"Multi Municipio","995","Papel                                    ","322","0","0","0","0"
"Multi Municipio","995","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Multi Municipio","995","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Multi Municipio","995","Productos Químicos                       ","325","3","3","47532","15844"
