town_code,naics,establishments,year,town_name,region
3,72,13.0,2013,Aguada,Western
3,72,3.0,2013,Aguada,Western
3,81,27.0,2013,Aguada,Western
3,81,15.0,2013,Aguada,Western
3,81,12.0,2013,Aguada,Western
3,81,3.0,2013,Aguada,Western
3,81,2.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,4.0,2013,Aguada,Western
3,81,3.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,5.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,3.0,2013,Aguada,Western
3,81,2.0,2013,Aguada,Western
3,81,2.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,4.0,2013,Aguada,Western
3,81,2.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,2.0,2013,Aguada,Western
3,81,2.0,2013,Aguada,Western
3,81,2.0,2013,Aguada,Western
3,81,8.0,2013,Aguada,Western
3,81,5.0,2013,Aguada,Western
3,81,5.0,2013,Aguada,Western
3,81,5.0,2013,Aguada,Western
3,81,3.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,1.0,2013,Aguada,Western
3,81,2.0,2013,Aguada,Western
3,81,2.0,2013,Aguada,Western
5,23,21.0,2013,Aguadilla,Western
5,23,8.0,2013,Aguadilla,Western
5,23,5.0,2013,Aguadilla,Western
5,23,5.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,4.0,2013,Aguadilla,Western
5,23,3.0,2013,Aguadilla,Western
5,23,3.0,2013,Aguadilla,Western
5,23,3.0,2013,Aguadilla,Western
5,23,2.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,11.0,2013,Aguadilla,Western
5,23,2.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,4.0,2013,Aguadilla,Western
5,23,3.0,2013,Aguadilla,Western
5,23,3.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,4.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,23,1.0,2013,Aguadilla,Western
5,31,38.0,2013,Aguadilla,Western
5,31,14.0,2013,Aguadilla,Western
5,31,1.0,2013,Aguadilla,Western
5,31,1.0,2013,Aguadilla,Western
5,31,1.0,2013,Aguadilla,Western
5,31,1.0,2013,Aguadilla,Western
5,31,1.0,2013,Aguadilla,Western
5,31,1.0,2013,Aguadilla,Western
5,31,12.0,2013,Aguadilla,Western
5,31,12.0,2013,Aguadilla,Western
5,31,9.0,2013,Aguadilla,Western
