st,cty,sic,empflag,emp,ap,est,s1_4,s5_9,s10_19,s20_49,s50_99,s100_249,s250_499,s500_999,gt1000
72,137,5149,E,0,0,3,0,0,1,0,1,0,1,0,0
72,137,5150,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,5159,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,5160,,21,520,5,4,0,1,0,0,0,0,0,0
72,137,5169,,21,520,5,4,0,1,0,0,0,0,0,0
72,137,5170,C,0,0,4,2,1,0,0,1,0,0,0,0
72,137,5172,C,0,0,4,2,1,0,0,1,0,0,0,0
72,137,5190,A,0,0,2,1,0,1,0,0,0,0,0,0
72,137,5192,A,0,0,1,0,0,1,0,0,0,0,0,0
72,137,5199,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,519\,A,0,0,2,1,1,0,0,0,0,0,0,0
72,137,52--,,2339,27487,213,121,51,19,13,3,5,1,0,0
72,137,5200,C,0,0,26,13,10,2,1,0,0,0,0,0
72,137,5210,A,0,0,5,4,1,0,0,0,0,0,0,0
72,137,5230,A,0,0,2,1,1,0,0,0,0,0,0,0
72,137,5250,,121,1546,19,8,8,2,1,0,0,0,0,0
72,137,5300,C,0,0,3,1,0,0,1,0,1,0,0,0
72,137,5310,C,0,0,1,0,0,0,0,0,1,0,0,0
72,137,5390,B,0,0,2,1,0,0,1,0,0,0,0,0
72,137,5400,,613,5557,26,12,9,2,1,0,1,1,0,0
72,137,5410,,566,5043,19,9,6,1,1,0,1,1,0,0
72,137,5460,,47,514,7,3,3,1,0,0,0,0,0,0
72,137,5500,,303,4648,48,25,15,5,3,0,0,0,0,0
72,137,5510,,82,2021,7,2,2,1,2,0,0,0,0,0
72,137,5520,,20,183,4,3,0,1,0,0,0,0,0,0
72,137,5530,,100,1272,22,16,5,0,1,0,0,0,0,0
72,137,5540,,101,1172,15,4,8,3,0,0,0,0,0,0
72,137,5600,,255,2472,9,6,0,0,1,1,1,0,0,0
72,137,5610,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,5620,B,0,0,2,1,0,0,0,1,0,0,0,0
72,137,5640,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,5650,C,0,0,3,1,0,0,1,0,1,0,0,0
72,137,5690,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,5700,,232,4156,16,10,3,1,0,1,1,0,0,0
72,137,5710,,109,1458,9,6,1,1,0,1,0,0,0,0
72,137,5712,B,0,0,3,2,0,0,0,1,0,0,0,0
72,137,5713,A,0,0,2,1,1,0,0,0,0,0,0,0
72,137,5714,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,5719,A,0,0,3,2,0,1,0,0,0,0,0,0
72,137,5720,A,0,0,3,1,2,0,0,0,0,0,0,0
72,137,5730,C,0,0,4,3,0,0,0,0,1,0,0,0
72,137,5731,C,0,0,1,0,0,0,0,0,1,0,0,0
72,137,5734,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,5736,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,5800,,412,3334,55,33,11,6,4,0,1,0,0,0
72,137,5812,,402,3259,50,29,10,6,4,0,1,0,0,0
72,137,5813,,10,75,5,4,1,0,0,0,0,0,0,0
72,137,5900,,169,1955,29,21,3,3,2,0,0,0,0,0
72,137,5910,,130,1558,13,7,1,3,2,0,0,0,0,0
72,137,5920,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,5940,,18,236,6,5,1,0,0,0,0,0,0,0
72,137,5941,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,5943,A,0,0,4,3,1,0,0,0,0,0,0,0
72,137,5944,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,5960,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,5962,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,5980,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,5983,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,5984,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,5990,,10,87,5,5,0,0,0,0,0,0,0,0
72,137,5992,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,5995,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,5999,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,599\,B,0,0,1,0,0,0,0,1,0,0,0,0
72,137,60--,,173,4282,26,17,4,2,3,0,0,0,0,0
72,137,6000,,76,1499,8,4,2,1,1,0,0,0,0,0
72,137,6020,B,0,0,4,1,2,1,0,0,0,0,0,0
72,137,6030,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,6060,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,6090,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,6100,B,0,0,3,2,0,0,1,0,0,0,0,0
72,137,6140,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,6160,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,6300,A,0,0,1,0,0,1,0,0,0,0,0,0
72,137,6330,A,0,0,1,0,0,1,0,0,0,0,0,0
72,137,6400,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,6500,,22,528,11,9,2,0,0,0,0,0,0,0
72,137,6510,,15,449,5,3,2,0,0,0,0,0,0,0
72,137,6530,,7,79,6,6,0,0,0,0,0,0,0,0
72,137,6700,B,0,0,2,1,0,0,1,0,0,0,0,0
72,137,6710,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,6790,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,6798,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,70--,,2155,24101,224,134,49,19,17,2,2,1,0,0
72,137,7000,,64,823,3,0,1,0,2,0,0,0,0,0
72,137,7010,,64,823,3,0,1,0,2,0,0,0,0,0
72,137,7200,,66,557,16,12,2,2,0,0,0,0,0,0
72,137,7210,B,0,0,6,4,1,1,0,0,0,0,0,0
72,137,7211,A,0,0,2,1,0,1,0,0,0,0,0,0
72,137,7212,A,0,0,2,1,1,0,0,0,0,0,0,0
72,137,7215,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7216,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7220,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7230,,21,204,5,3,1,1,0,0,0,0,0,0
72,137,7260,,7,63,3,3,0,0,0,0,0,0,0,0
72,137,7290,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7299,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7300,,1019,10988,40,18,11,4,3,1,2,1,0,0
72,137,7310,B,0,0,3,1,1,1,0,0,0,0,0,0
72,137,7311,A,0,0,1,0,0,1,0,0,0,0,0,0
72,137,7312,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7313,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,7330,A,0,0,3,2,1,0,0,0,0,0,0,0
72,137,7334,A,0,0,2,1,1,0,0,0,0,0,0,0
72,137,7336,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7340,,140,1462,7,5,0,1,0,0,1,0,0,0
72,137,7342,A,0,0,2,1,0,1,0,0,0,0,0,0
72,137,7349,C,0,0,5,4,0,0,0,0,1,0,0,0
72,137,7350,,50,1262,8,4,3,1,0,0,0,0,0,0
72,137,7352,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,7353,,21,334,4,2,2,0,0,0,0,0,0,0
72,137,7359,B,0,0,3,2,0,1,0,0,0,0,0,0
72,137,7360,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,7361,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,7370,,58,793,6,2,3,0,1,0,0,0,0,0
72,137,7371,A,0,0,3,1,2,0,0,0,0,0,0,0
72,137,7374,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,7375,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7379,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,7380,,707,6778,12,4,3,1,1,1,1,1,0,0
72,137,7381,,129,934,5,1,2,0,1,1,0,0,0,0
72,137,7389,,578,5844,7,3,1,1,0,0,1,1,0,0
72,137,7500,,194,2872,38,23,10,3,2,0,0,0,0,0
72,137,7510,B,0,0,3,1,1,0,1,0,0,0,0,0
72,137,7513,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,7514,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7519,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,7530,,154,1951,33,21,8,3,1,0,0,0,0,0
72,137,7532,,49,677,9,4,2,3,0,0,0,0,0,0
72,137,7533,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,7534,,42,625,3,0,2,0,1,0,0,0,0,0
72,137,7536,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7537,,13,222,5,5,0,0,0,0,0,0,0,0
72,137,7538,,14,129,5,4,1,0,0,0,0,0,0,0
72,137,7539,B,0,0,9,7,2,0,0,0,0,0,0,0
72,137,7540,A,0,0,2,1,1,0,0,0,0,0,0,0
72,137,7549,A,0,0,2,1,1,0,0,0,0,0,0,0
72,137,7600,,74,1057,16,10,4,2,0,0,0,0,0,0
72,137,7620,B,0,0,8,4,2,2,0,0,0,0,0,0
72,137,7623,,43,698,7,3,2,2,0,0,0,0,0,0
72,137,7629,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7640,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,7690,,28,330,7,5,2,0,0,0,0,0,0,0
72,137,7692,A,0,0,2,1,1,0,0,0,0,0,0,0
72,137,7694,A,0,0,3,3,0,0,0,0,0,0,0,0
72,137,7699,A,0,0,2,1,1,0,0,0,0,0,0,0
72,137,7800,,33,224,3,1,1,0,1,0,0,0,0,0
72,137,7840,,33,224,3,1,1,0,1,0,0,0,0,0
72,137,7900,,60,679,8,4,3,0,1,0,0,0,0,0
72,137,7910,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,7920,,15,173,4,2,2,0,0,0,0,0,0,0
72,137,7922,A,0,0,3,2,1,0,0,0,0,0,0,0
72,137,7929,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,7930,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,7940,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,7948,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,8000,,239,2609,54,35,13,4,2,0,0,0,0,0
72,137,8010,,66,677,24,19,4,1,0,0,0,0,0,0
72,137,8020,,49,578,16,11,5,0,0,0,0,0,0,0
72,137,8040,,41,450,4,1,1,1,1,0,0,0,0,0
72,137,8049,,41,450,4,1,1,1,1,0,0,0,0,0
72,137,8050,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,8070,B,0,0,7,3,2,2,0,0,0,0,0,0
72,137,8071,,39,510,6,2,2,2,0,0,0,0,0,0
72,137,8072,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,8080,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,8090,A,0,0,1,0,1,0,0,0,0,0,0,0
72,137,8100,A,0,0,5,5,0,0,0,0,0,0,0,0
72,137,8200,,267,2506,11,3,1,1,5,1,0,0,0,0
72,137,8210,C,0,0,9,2,1,1,4,1,0,0,0,0
72,137,8220,B,0,0,1,0,0,0,1,0,0,0,0,0
72,137,8290,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,8300,,14,152,6,5,1,0,0,0,0,0,0,0
72,137,8350,A,0,0,4,3,1,0,0,0,0,0,0,0
72,137,8360,A,0,0,2,2,0,0,0,0,0,0,0,0
72,137,8600,,45,348,9,6,1,2,0,0,0,0,0,0
72,137,8640,,16,125,3,2,0,1,0,0,0,0,0,0
72,137,8660,,29,223,6,4,1,1,0,0,0,0,0,0
72,137,8700,,70,1185,14,11,1,1,1,0,0,0,0,0
72,137,8710,,17,325,6,5,1,0,0,0,0,0,0,0
72,137,8711,,17,325,6,5,1,0,0,0,0,0,0,0
72,137,8720,,7,79,4,4,0,0,0,0,0,0,0,0
72,137,8730,A,0,0,1,0,0,1,0,0,0,0,0,0
72,137,8731,A,0,0,1,0,0,1,0,0,0,0,0,0
72,137,8740,B,0,0,3,2,0,0,1,0,0,0,0,0
72,137,8748,B,0,0,3,2,0,0,1,0,0,0,0,0
72,137,8900,A,0,0,1,1,0,0,0,0,0,0,0,0
72,137,99--,B,0,0,32,29,1,2,0,0,0,0,0,0
72,139,----,,7783,92686,468,258,84,46,45,19,12,3,1,0
72,139,07--,A,0,0,3,2,0,1,0,0,0,0,0,0
72,139,700,A,0,0,3,2,0,1,0,0,0,0,0,0
72,139,740,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,780,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,15--,,2237,23895,41,17,5,3,5,4,5,1,1,0
72,139,1500,,1339,9830,14,5,1,1,1,2,3,0,1,0
72,139,1510,,1339,9830,14,5,1,1,1,2,3,0,1,0
72,139,1600,,407,6574,7,1,2,0,2,1,0,1,0,0
72,139,1610,E,0,0,3,1,1,0,0,0,0,1,0,0
72,139,1620,C,0,0,4,0,1,0,2,1,0,0,0,0
72,139,1700,,491,7491,20,11,2,2,2,1,2,0,0,0
72,139,1710,,10,87,3,3,0,0,0,0,0,0,0,0
72,139,1720,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,1730,,427,6899,9,3,1,1,1,1,2,0,0,0
72,139,1740,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,1742,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,1743,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,1750,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,1752,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,1760,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,1770,B,0,0,2,1,0,0,1,0,0,0,0,0
72,139,1790,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,1794,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,20--,,1011,15334,37,12,5,4,11,4,1,0,0,0
72,139,2000,,84,871,5,2,0,2,0,1,0,0,0,0
72,139,2040,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,2048,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,2050,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,2051,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,2060,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,2064,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,2080,B,0,0,2,0,0,1,0,1,0,0,0,0
72,139,2086,B,0,0,2,0,0,1,0,1,0,0,0,0
72,139,2400,,42,514,5,3,1,0,1,0,0,0,0,0
72,139,2430,A,0,0,4,3,1,0,0,0,0,0,0,0
72,139,2434,A,0,0,3,3,0,0,0,0,0,0,0,0
72,139,2439,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,2440,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,2448,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,2500,,101,1880,6,3,1,0,2,0,0,0,0,0
72,139,2510,B,0,0,3,0,1,0,2,0,0,0,0,0
72,139,2515,B,0,0,3,0,1,0,2,0,0,0,0,0
72,139,2540,A,0,0,3,3,0,0,0,0,0,0,0,0
72,139,2541,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,2542,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,2600,B,0,0,2,0,1,0,1,0,0,0,0,0
72,139,2670,B,0,0,2,0,1,0,1,0,0,0,0,0
72,139,2676,B,0,0,2,0,1,0,1,0,0,0,0,0
72,139,2700,B,0,0,2,1,0,0,1,0,0,0,0,0
72,139,2750,B,0,0,2,1,0,0,1,0,0,0,0,0
72,139,2752,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,2759,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,3000,B,0,0,1,0,0,0,0,1,0,0,0,0
72,139,3080,B,0,0,1,0,0,0,0,1,0,0,0,0
72,139,3089,B,0,0,1,0,0,0,0,1,0,0,0,0
72,139,3200,,90,1487,5,1,1,0,3,0,0,0,0,0
72,139,3270,B,0,0,3,1,1,0,1,0,0,0,0,0
72,139,3271,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,3273,B,0,0,2,1,0,0,1,0,0,0,0,0
72,139,3280,B,0,0,2,0,0,0,2,0,0,0,0,0
72,139,3400,,167,3096,6,1,0,1,3,1,0,0,0,0
72,139,3440,C,0,0,5,1,0,1,2,1,0,0,0,0
72,139,3441,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,3442,B,0,0,2,0,0,1,0,1,0,0,0,0
72,139,3449,B,0,0,2,1,0,0,1,0,0,0,0,0
72,139,3470,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,3471,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,3600,E,0,0,2,0,0,1,0,0,1,0,0,0
72,139,3610,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,3613,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,3670,C,0,0,1,0,0,0,0,0,1,0,0,0
72,139,3677,C,0,0,1,0,0,0,0,0,1,0,0,0
72,139,3900,B,0,0,3,1,1,0,0,1,0,0,0,0
72,139,3990,B,0,0,3,1,1,0,0,1,0,0,0,0
72,139,3993,B,0,0,3,1,1,0,0,1,0,0,0,0
72,139,40--,B,0,0,7,6,0,0,1,0,0,0,0,0
72,139,4200,A,0,0,4,4,0,0,0,0,0,0,0,0
72,139,4210,A,0,0,4,4,0,0,0,0,0,0,0,0
72,139,4700,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,4720,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,4724,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,4800,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,4830,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,50--,,313,4583,28,14,6,4,3,1,0,0,0,0
72,139,5000,,86,1118,11,5,2,3,1,0,0,0,0,0
72,139,5020,B,0,0,2,0,0,1,1,0,0,0,0,0
72,139,5021,B,0,0,2,0,0,1,1,0,0,0,0,0
72,139,5040,,34,419,5,2,1,2,0,0,0,0,0,0
72,139,5045,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,5046,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,5047,A,0,0,3,2,1,0,0,0,0,0,0,0
72,139,5060,,11,203,3,2,1,0,0,0,0,0,0,0
72,139,5063,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5065,A,0,0,2,1,1,0,0,0,0,0,0,0
72,139,5080,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5084,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5100,,227,3465,17,9,4,1,2,1,0,0,0,0
72,139,5110,A,0,0,2,1,1,0,0,0,0,0,0,0
72,139,5111,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,5113,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5120,B,0,0,3,1,0,1,1,0,0,0,0,0
72,139,5140,,143,1861,5,2,1,0,1,1,0,0,0,0
72,139,5141,B,0,0,2,1,0,0,1,0,0,0,0,0
72,139,5144,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5148,B,0,0,1,0,0,0,0,1,0,0,0,0
72,139,5149,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,5150,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5159,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5160,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,5169,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,5170,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,5172,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,5190,,12,233,3,2,1,0,0,0,0,0,0,0
72,139,5191,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,5198,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5199,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,52--,,1686,16832,138,78,26,14,13,4,2,1,0,0
72,139,5200,,145,1944,14,8,1,3,2,0,0,0,0,0
72,139,5210,B,0,0,2,1,0,0,1,0,0,0,0,0
72,139,5230,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5250,B,0,0,10,5,1,3,1,0,0,0,0,0
72,139,5260,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5300,E,0,0,2,0,0,0,1,0,0,1,0,0
72,139,5310,E,0,0,1,0,0,0,0,0,0,1,0,0
72,139,5390,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,5400,,488,4656,18,7,3,1,3,2,2,0,0,0
72,139,5410,,400,3769,9,2,1,1,1,2,2,0,0,0
72,139,5420,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5430,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5450,B,0,0,2,0,1,0,1,0,0,0,0,0
72,139,5460,B,0,0,5,3,1,0,1,0,0,0,0,0
72,139,5500,,240,2761,36,21,8,6,0,1,0,0,0,0
72,139,5510,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,5520,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5530,B,0,0,7,5,1,0,0,1,0,0,0,0
72,139,5540,,147,1266,27,15,7,5,0,0,0,0,0,0
72,139,5600,B,0,0,11,3,5,2,1,0,0,0,0,0
72,139,5620,B,0,0,2,0,0,1,1,0,0,0,0,0
72,139,5630,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5650,,25,210,3,0,2,1,0,0,0,0,0,0
72,139,5660,,31,338,5,2,3,0,0,0,0,0,0,0
72,139,5700,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,5710,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,5712,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,5800,,267,2724,32,20,5,1,5,1,0,0,0,0
72,139,5812,,261,2655,28,16,5,1,5,1,0,0,0,0
72,139,5813,,6,69,4,4,0,0,0,0,0,0,0,0
72,139,5900,,106,1297,23,17,4,1,1,0,0,0,0,0
72,139,5910,,67,753,7,4,1,1,1,0,0,0,0,0
72,139,5920,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,5940,A,0,0,4,3,1,0,0,0,0,0,0,0
72,139,5944,A,0,0,2,1,1,0,0,0,0,0,0,0
72,139,5946,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5949,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,5980,,5,49,5,5,0,0,0,0,0,0,0,0
72,139,5984,,5,49,5,5,0,0,0,0,0,0,0,0
72,139,5990,,17,240,5,3,2,0,0,0,0,0,0,0
72,139,5995,A,0,0,2,1,1,0,0,0,0,0,0,0
72,139,5999,A,0,0,3,2,1,0,0,0,0,0,0,0
72,139,60--,,458,6116,35,16,11,4,2,1,1,0,0,0
72,139,6000,B,0,0,3,1,0,2,0,0,0,0,0,0
72,139,6020,B,0,0,2,0,0,2,0,0,0,0,0,0
72,139,6030,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,6100,A,0,0,3,2,1,0,0,0,0,0,0,0
72,139,6140,A,0,0,3,2,1,0,0,0,0,0,0,0
72,139,6400,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,6500,,402,4999,28,13,9,2,2,1,1,0,0,0
72,139,6510,,341,4097,20,9,6,2,1,1,1,0,0,0
72,139,6530,B,0,0,7,3,3,0,1,0,0,0,0,0
72,139,6550,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,6552,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,70--,,1997,24169,158,94,29,16,10,5,3,1,0,0
72,139,7000,,58,742,6,3,2,0,1,0,0,0,0,0
72,139,7010,B,0,0,4,1,2,0,1,0,0,0,0,0
72,139,7040,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,7200,,36,264,7,5,1,0,1,0,0,0,0,0
72,139,7210,,29,200,3,1,1,0,1,0,0,0,0,0
72,139,7211,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7212,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,7216,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,7220,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,7260,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,7300,,437,3887,26,14,4,4,2,1,1,0,0,0
72,139,7310,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7319,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7320,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,7322,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,7330,A,0,0,2,1,0,1,0,0,0,0,0,0
72,139,7334,A,0,0,2,1,0,1,0,0,0,0,0,0
72,139,7340,,24,366,5,3,1,1,0,0,0,0,0,0
72,139,7342,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,7349,A,0,0,3,1,1,1,0,0,0,0,0,0
72,139,7350,,32,462,5,3,1,0,1,0,0,0,0,0
72,139,7352,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7353,A,0,0,3,2,1,0,0,0,0,0,0,0
72,139,7359,B,0,0,1,0,0,0,1,0,0,0,0,0
72,139,7370,,17,301,3,1,2,0,0,0,0,0,0,0
72,139,7371,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7373,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,7379,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,7380,,346,2549,8,3,0,2,1,1,1,0,0,0
72,139,7381,,92,745,3,0,0,2,0,1,0,0,0,0
72,139,7382,B,0,0,2,1,0,0,1,0,0,0,0,0
72,139,7389,C,0,0,3,2,0,0,0,0,1,0,0,0
72,139,7500,,116,1957,19,10,5,2,2,0,0,0,0,0
72,139,7510,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7513,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7530,C,0,0,16,9,3,2,2,0,0,0,0,0
72,139,7532,,27,317,4,2,1,1,0,0,0,0,0,0
72,139,7533,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7538,,64,1384,8,4,1,1,2,0,0,0,0,0
72,139,7539,,10,120,3,2,1,0,0,0,0,0,0,0
72,139,7540,A,0,0,2,0,2,0,0,0,0,0,0,0
72,139,7542,A,0,0,2,0,2,0,0,0,0,0,0,0
72,139,7600,,48,550,10,5,3,2,0,0,0,0,0,0
72,139,7620,,14,129,3,2,0,1,0,0,0,0,0,0
72,139,7623,A,0,0,2,1,0,1,0,0,0,0,0,0
72,139,7629,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7640,,10,115,3,2,1,0,0,0,0,0,0,0
72,139,7690,,24,306,4,1,2,1,0,0,0,0,0,0
72,139,7692,A,0,0,1,0,1,0,0,0,0,0,0,0
72,139,7699,A,0,0,3,1,1,1,0,0,0,0,0,0
72,139,7800,,34,228,3,1,0,2,0,0,0,0,0,0
72,139,7830,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,7832,A,0,0,1,0,0,1,0,0,0,0,0,0
72,139,7840,B,0,0,2,1,0,1,0,0,0,0,0,0
72,139,7900,,2,28,3,3,0,0,0,0,0,0,0,0
72,139,7940,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,7948,A,0,0,2,2,0,0,0,0,0,0,0,0
72,139,7990,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,7999,A,0,0,1,1,0,0,0,0,0,0,0,0
72,139,8000,,117,1514,38,29,7,2,0,0,0,0,0,0
72,139,8010,,50,744,16,12,3,1,0,0,0,0,0,0
72,139,8020,,21,296,12,11,1,0,0,0,0,0,0,0
72,139,8040,,5,21,3,3,0,0,0,0,0,0,0,0
