st,cty,sic,empflag,emp,ap,est,s1_4,s5_9,s10_19,s20_49,s50_99,s100_249,s250_499,s500_999,gt1000
72,1,----,,872,8871,140,102,22,9,6,0,1,0,0,0
72,1,15--,,23,366,5,2,3,0,0,0,0,0,0,0
72,1,1500,A,0,0,3,2,1,0,0,0,0,0,0,0
72,1,1510,A,0,0,3,2,1,0,0,0,0,0,0,0
72,1,1600,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,1620,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,1700,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,1750,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,1751,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,20--,,328,3111,11,6,0,3,1,0,1,0,0,0
72,1,2000,,40,526,5,3,0,2,0,0,0,0,0,0
72,1,2030,B,0,0,4,2,0,2,0,0,0,0,0,0
72,1,2033,A,0,0,3,2,0,1,0,0,0,0,0,0
72,1,2035,A,0,0,1,0,0,1,0,0,0,0,0,0
72,1,2050,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,2051,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,2300,C,0,0,1,0,0,0,0,0,1,0,0,0
72,1,2320,C,0,0,1,0,0,0,0,0,1,0,0,0
72,1,2325,C,0,0,1,0,0,0,0,0,1,0,0,0
72,1,2400,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,2430,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,2434,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,3200,A,0,0,1,0,0,1,0,0,0,0,0,0
72,1,3270,A,0,0,1,0,0,1,0,0,0,0,0,0
72,1,3272,A,0,0,1,0,0,1,0,0,0,0,0,0
72,1,3400,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,3490,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,3499,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,3500,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,3550,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,3556,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,3600,B,0,0,1,0,0,0,1,0,0,0,0,0
72,1,3670,B,0,0,1,0,0,0,1,0,0,0,0,0
72,1,3672,B,0,0,1,0,0,0,1,0,0,0,0,0
72,1,40--,B,0,0,6,4,1,1,0,0,0,0,0,0
72,1,4100,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,4150,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,4200,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,4210,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,4500,A,0,0,1,0,0,1,0,0,0,0,0,0
72,1,4510,A,0,0,1,0,0,1,0,0,0,0,0,0
72,1,4700,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,4720,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,4724,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,4800,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,4830,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,4900,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,4940,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,50--,,15,161,5,4,1,0,0,0,0,0,0,0
72,1,5000,A,0,0,2,1,1,0,0,0,0,0,0,0
72,1,5010,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,5015,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,5070,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5072,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5100,A,0,0,3,3,0,0,0,0,0,0,0,0
72,1,5140,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,5149,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,5170,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5171,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,52--,,252,2342,61,46,10,3,2,0,0,0,0,0
72,1,5200,,16,163,7,5,2,0,0,0,0,0,0,0
72,1,5210,,2,14,3,3,0,0,0,0,0,0,0,0
72,1,5250,,14,149,4,2,2,0,0,0,0,0,0,0
72,1,5300,A,0,0,3,2,0,1,0,0,0,0,0,0
72,1,5330,A,0,0,2,1,0,1,0,0,0,0,0,0
72,1,5390,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5400,,72,753,10,8,1,0,1,0,0,0,0,0
72,1,5410,B,0,0,4,3,0,0,1,0,0,0,0,0
72,1,5420,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5460,,13,102,4,3,1,0,0,0,0,0,0,0
72,1,5490,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5500,,23,191,9,8,1,0,0,0,0,0,0,0
72,1,5530,,5,53,3,3,0,0,0,0,0,0,0,0
72,1,5540,,18,138,6,5,1,0,0,0,0,0,0,0
72,1,5600,B,0,0,5,3,1,0,1,0,0,0,0,0
72,1,5650,A,0,0,3,2,1,0,0,0,0,0,0,0
72,1,5660,B,0,0,2,1,0,0,1,0,0,0,0,0
72,1,5700,B,0,0,4,2,1,1,0,0,0,0,0,0
72,1,5710,B,0,0,3,1,1,1,0,0,0,0,0,0
72,1,5712,B,0,0,3,1,1,1,0,0,0,0,0,0
72,1,5730,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5731,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5800,,31,302,12,10,2,0,0,0,0,0,0,0
72,1,5812,,31,302,12,10,2,0,0,0,0,0,0,0
72,1,5900,,38,295,11,8,2,1,0,0,0,0,0,0
72,1,5910,,29,213,4,1,2,1,0,0,0,0,0,0
72,1,5920,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5940,A,0,0,3,3,0,0,0,0,0,0,0,0
72,1,5943,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5944,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5949,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,5980,,3,29,3,3,0,0,0,0,0,0,0,0
72,1,5983,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,5984,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,60--,B,0,0,5,2,2,1,0,0,0,0,0,0
72,1,6000,A,0,0,2,1,1,0,0,0,0,0,0,0
72,1,6020,A,0,0,2,1,1,0,0,0,0,0,0,0
72,1,6100,A,0,0,1,0,0,1,0,0,0,0,0,0
72,1,6140,A,0,0,1,0,0,1,0,0,0,0,0,0
72,1,6500,A,0,0,2,1,1,0,0,0,0,0,0,0
72,1,6510,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,6530,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,70--,,193,2212,41,32,5,1,3,0,0,0,0,0
72,1,7000,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,7010,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,7200,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,7230,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,7300,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,7350,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,7352,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,7500,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,7530,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,7532,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,7800,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,7840,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,8000,,111,1592,20,16,2,0,2,0,0,0,0,0
72,1,8010,B,0,0,9,8,1,0,0,0,0,0,0,0
72,1,8020,A,0,0,4,3,1,0,0,0,0,0,0,0
72,1,8050,B,0,0,1,0,0,0,1,0,0,0,0,0
72,1,8060,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,8070,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,8071,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,8080,B,0,0,1,0,0,0,1,0,0,0,0,0
72,1,8090,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,8100,,4,41,4,4,0,0,0,0,0,0,0,0
72,1,8200,,23,169,3,2,0,0,1,0,0,0,0,0
72,1,8210,B,0,0,1,0,0,0,1,0,0,0,0,0
72,1,8220,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,8230,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,8300,,35,252,4,1,2,1,0,0,0,0,0,0
72,1,8320,A,0,0,1,0,1,0,0,0,0,0,0,0
72,1,8360,B,0,0,3,1,1,1,0,0,0,0,0,0
72,1,8600,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,8660,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,8700,A,0,0,3,3,0,0,0,0,0,0,0,0
72,1,8710,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,8711,A,0,0,2,2,0,0,0,0,0,0,0,0
72,1,8720,A,0,0,1,1,0,0,0,0,0,0,0,0
72,1,99--,,2,28,6,6,0,0,0,0,0,0,0,0
72,3,----,,3243,35826,369,260,54,29,15,4,6,1,0,0
72,3,07--,A,0,0,3,2,1,0,0,0,0,0,0,0
72,3,700,A,0,0,3,2,1,0,0,0,0,0,0,0
72,3,780,A,0,0,3,2,1,0,0,0,0,0,0,0
72,3,15--,,343,3925,30,18,7,1,2,1,1,0,0,0
72,3,1500,,305,3522,19,10,5,0,2,1,1,0,0,0
72,3,1510,E,0,0,18,10,5,0,1,1,1,0,0,0
72,3,1530,B,0,0,1,0,0,0,1,0,0,0,0,0
72,3,1700,,38,403,11,8,2,1,0,0,0,0,0,0
72,3,1710,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,1720,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,1730,A,0,0,3,2,0,1,0,0,0,0,0,0
72,3,1740,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,1742,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,1743,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,1760,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,1770,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,20--,,854,10401,30,13,3,7,2,2,3,0,0,0
72,3,2000,,36,294,6,3,1,2,0,0,0,0,0,0
72,3,2020,B,0,0,2,0,0,2,0,0,0,0,0,0
72,3,2024,B,0,0,2,0,0,2,0,0,0,0,0,0
72,3,2050,A,0,0,4,3,1,0,0,0,0,0,0,0
72,3,2051,A,0,0,4,3,1,0,0,0,0,0,0,0
72,3,2300,C,0,0,2,0,1,0,0,0,1,0,0,0
72,3,2320,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,2329,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,2340,C,0,0,1,0,0,0,0,0,1,0,0,0
72,3,2342,C,0,0,1,0,0,0,0,0,1,0,0,0
72,3,2400,,3,23,3,3,0,0,0,0,0,0,0,0
72,3,2430,,3,23,3,3,0,0,0,0,0,0,0,0
72,3,2434,,3,23,3,3,0,0,0,0,0,0,0,0
72,3,2500,,117,1132,6,2,0,3,0,1,0,0,0,0
72,3,2510,C,0,0,4,0,0,3,0,1,0,0,0,0
72,3,2511,B,0,0,2,0,0,1,0,1,0,0,0,0
72,3,2512,B,0,0,2,0,0,2,0,0,0,0,0,0
72,3,2530,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,2590,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,2599,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,2700,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,2750,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,2752,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,2800,C,0,0,1,0,0,0,0,0,1,0,0,0
72,3,2830,C,0,0,1,0,0,0,0,0,1,0,0,0
72,3,2835,C,0,0,1,0,0,0,0,0,1,0,0,0
72,3,2900,B,0,0,1,0,0,0,0,1,0,0,0,0
72,3,2950,B,0,0,1,0,0,0,0,1,0,0,0,0
72,3,2951,B,0,0,1,0,0,0,0,1,0,0,0,0
72,3,3200,B,0,0,2,0,0,0,2,0,0,0,0,0
72,3,3270,B,0,0,2,0,0,0,2,0,0,0,0,0
72,3,3273,B,0,0,2,0,0,0,2,0,0,0,0,0
72,3,3300,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,3310,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,3315,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,3400,,31,361,4,2,0,2,0,0,0,0,0,0
72,3,3440,,31,361,4,2,0,2,0,0,0,0,0,0
72,3,3441,A,0,0,1,0,0,1,0,0,0,0,0,0
72,3,3442,A,0,0,2,1,0,1,0,0,0,0,0,0
72,3,3449,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,3500,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,3570,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,3571,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,3579,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,3600,C,0,0,1,0,0,0,0,0,1,0,0,0
72,3,3660,C,0,0,1,0,0,0,0,0,1,0,0,0
72,3,3661,C,0,0,1,0,0,0,0,0,1,0,0,0
72,3,40--,A,0,0,8,7,1,0,0,0,0,0,0,0
72,3,4200,A,0,0,4,3,1,0,0,0,0,0,0,0
72,3,4210,A,0,0,4,3,1,0,0,0,0,0,0,0
72,3,4700,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,4720,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,4724,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,4800,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,4810,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,4813,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,4900,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,4950,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,50--,B,0,0,12,9,2,1,0,0,0,0,0,0
72,3,5000,,19,193,9,7,2,0,0,0,0,0,0,0
72,3,5010,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,5013,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,5020,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,5023,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,5040,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,5047,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,5070,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,5072,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5078,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5080,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,5084,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5087,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5100,A,0,0,3,2,0,1,0,0,0,0,0,0
72,3,5140,A,0,0,2,1,0,1,0,0,0,0,0,0
72,3,5145,A,0,0,1,0,0,1,0,0,0,0,0,0
72,3,5148,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5170,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5172,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,52--,,914,7703,168,121,22,14,10,1,0,0,0,0
72,3,5200,,113,1065,14,8,1,3,2,0,0,0,0,0
72,3,5210,B,0,0,3,2,0,0,1,0,0,0,0,0
72,3,5250,B,0,0,11,6,1,3,1,0,0,0,0,0
72,3,5300,B,0,0,3,1,1,0,1,0,0,0,0,0
72,3,5330,B,0,0,1,0,0,0,1,0,0,0,0,0
72,3,5390,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,5400,,222,1883,30,25,1,1,2,1,0,0,0,0
72,3,5410,,184,1585,10,6,0,1,2,1,0,0,0,0
72,3,5420,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,5460,,32,267,16,15,1,0,0,0,0,0,0,0
72,3,5490,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,5500,,113,938,41,34,6,1,0,0,0,0,0,0
72,3,5510,,4,31,3,3,0,0,0,0,0,0,0,0
72,3,5520,,25,228,13,12,1,0,0,0,0,0,0,0
72,3,5530,,14,121,9,9,0,0,0,0,0,0,0,0
72,3,5540,,70,558,16,10,5,1,0,0,0,0,0,0
72,3,5600,B,0,0,15,11,3,1,0,0,0,0,0,0
72,3,5610,A,0,0,3,3,0,0,0,0,0,0,0,0
72,3,5620,,3,16,3,3,0,0,0,0,0,0,0,0
72,3,5640,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,5650,A,0,0,4,2,1,1,0,0,0,0,0,0
72,3,5660,,12,116,4,3,1,0,0,0,0,0,0,0
72,3,5700,,37,350,8,5,2,1,0,0,0,0,0,0
72,3,5710,B,0,0,6,4,1,1,0,0,0,0,0,0
72,3,5712,A,0,0,2,1,0,1,0,0,0,0,0,0
72,3,5713,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,5719,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,5720,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5730,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,5734,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,5800,,189,1111,30,20,4,3,3,0,0,0,0,0
72,3,5812,,189,1111,30,20,4,3,3,0,0,0,0,0
72,3,5900,,162,1666,27,17,4,4,2,0,0,0,0,0
72,3,5910,,67,648,6,1,2,2,1,0,0,0,0,0
72,3,5920,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,5940,,34,224,12,10,1,1,0,0,0,0,0,0
72,3,5943,,13,97,4,3,1,0,0,0,0,0,0,0
72,3,5944,A,0,0,3,3,0,0,0,0,0,0,0,0
72,3,5947,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5949,,17,100,4,3,0,1,0,0,0,0,0,0
72,3,5960,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5962,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,5980,B,0,0,2,0,0,1,1,0,0,0,0,0
72,3,5984,B,0,0,2,0,0,1,1,0,0,0,0,0
72,3,5990,,13,132,5,5,0,0,0,0,0,0,0,0
72,3,5992,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,5995,A,0,0,3,3,0,0,0,0,0,0,0,0
72,3,60--,,156,2177,8,4,1,2,0,0,1,0,0,0
72,3,6000,A,0,0,1,0,0,1,0,0,0,0,0,0
72,3,6020,A,0,0,1,0,0,1,0,0,0,0,0,0
72,3,6100,C,0,0,3,1,1,0,0,0,1,0,0,0
72,3,6140,C,0,0,3,1,1,0,0,0,1,0,0,0
72,3,6400,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,6500,A,0,0,2,1,0,1,0,0,0,0,0,0
72,3,6530,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,6550,A,0,0,1,0,0,1,0,0,0,0,0,0
72,3,6553,A,0,0,1,0,0,1,0,0,0,0,0,0
72,3,70--,,755,7365,97,75,16,4,1,0,0,1,0,0
72,3,7000,B,0,0,2,0,1,1,0,0,0,0,0,0
72,3,7010,B,0,0,2,0,1,1,0,0,0,0,0,0
72,3,7200,B,0,0,8,7,1,0,0,0,0,0,0,0
72,3,7210,,13,73,3,2,1,0,0,0,0,0,0,0
72,3,7211,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,7215,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7220,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7230,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,7260,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7290,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7299,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7300,E,0,0,8,4,3,0,0,0,0,1,0,0
72,3,7310,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7312,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7330,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7336,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7340,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7349,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7350,A,0,0,3,1,2,0,0,0,0,0,0,0
72,3,7352,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,7353,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,7359,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7380,E,0,0,2,0,1,0,0,0,0,1,0,0
72,3,7381,E,0,0,2,0,1,0,0,0,0,1,0,0
72,3,7500,B,0,0,16,15,1,0,0,0,0,0,0,0
72,3,7530,B,0,0,15,14,1,0,0,0,0,0,0,0
72,3,7532,A,0,0,3,3,0,0,0,0,0,0,0,0
72,3,7534,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7536,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,7538,,4,43,6,6,0,0,0,0,0,0,0,0
72,3,7539,,8,87,4,4,0,0,0,0,0,0,0,0
72,3,7540,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7549,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7800,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,7840,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,8000,,78,784,29,26,2,1,0,0,0,0,0,0
72,3,8010,,20,171,15,15,0,0,0,0,0,0,0,0
72,3,8020,,17,147,5,4,1,0,0,0,0,0,0,0
72,3,8040,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,8049,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,8070,A,0,0,6,6,0,0,0,0,0,0,0,0
72,3,8071,A,0,0,6,6,0,0,0,0,0,0,0,0
72,3,8080,A,0,0,1,0,0,1,0,0,0,0,0,0
72,3,8100,,17,129,12,11,1,0,0,0,0,0,0,0
72,3,8200,,29,255,3,0,2,1,0,0,0,0,0,0
72,3,8210,,29,255,3,0,2,1,0,0,0,0,0,0
72,3,8300,,15,215,6,5,1,0,0,0,0,0,0,0
72,3,8320,A,0,0,1,1,0,0,0,0,0,0,0,0
72,3,8350,,5,38,3,3,0,0,0,0,0,0,0,0
72,3,8360,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,8600,,47,793,4,1,1,1,1,0,0,0,0,0
72,3,8610,A,0,0,1,0,0,1,0,0,0,0,0,0
72,3,8660,B,0,0,3,1,1,0,1,0,0,0,0,0
72,3,8700,,27,257,8,5,3,0,0,0,0,0,0,0
72,3,8710,,16,162,3,1,2,0,0,0,0,0,0,0
72,3,8711,A,0,0,2,1,1,0,0,0,0,0,0,0
72,3,8713,A,0,0,1,0,1,0,0,0,0,0,0,0
72,3,8720,A,0,0,3,2,1,0,0,0,0,0,0,0
72,3,8740,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,8748,A,0,0,2,2,0,0,0,0,0,0,0,0
72,3,99--,C,0,0,13,11,1,0,0,0,1,0,0,0
72,5,----,,11726,214958,701,447,94,71,48,16,17,5,2,1
72,5,07--,A,0,0,3,3,0,0,0,0,0,0,0,0
72,5,700,A,0,0,3,3,0,0,0,0,0,0,0,0
72,5,740,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,780,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,10--,B,0,0,3,2,0,0,1,0,0,0,0,0
72,5,1000,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,1010,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,1400,B,0,0,2,1,0,0,1,0,0,0,0,0
72,5,1420,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,1429,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,1440,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,1442,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,15--,,182,2001,17,12,2,2,0,0,1,0,0,0
72,5,1500,,159,1717,10,7,1,1,0,0,1,0,0,0
72,5,1510,,159,1717,10,7,1,1,0,0,1,0,0,0
72,5,1600,A,0,0,2,1,1,0,0,0,0,0,0,0
72,5,1610,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,1620,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,1700,A,0,0,5,4,0,1,0,0,0,0,0,0
72,5,1720,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,1730,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,1740,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,1741,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,1760,A,0,0,2,1,0,1,0,0,0,0,0,0
72,5,20--,,5880,149842,50,17,5,2,6,4,9,4,2,1
72,5,2000,,542,7441,11,6,0,0,2,1,2,0,0,0
72,5,2010,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,2013,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,2020,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,2026,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,2030,B,0,0,4,3,0,0,0,1,0,0,0,0
72,5,2033,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,2038,B,0,0,2,1,0,0,0,1,0,0,0,0
72,5,2050,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,2051,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,2052,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,2060,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,2062,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,2090,B,0,0,2,0,0,0,2,0,0,0,0,0
72,5,2095,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,2099,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,2300,E,0,0,2,0,0,0,0,0,2,0,0,0
72,5,2320,E,0,0,2,0,0,0,0,0,2,0,0,0
72,5,2326,E,0,0,2,0,0,0,0,0,2,0,0,0
72,5,2400,,2,25,3,3,0,0,0,0,0,0,0,0
72,5,2430,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,2434,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,2440,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,2448,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,2500,,16,97,4,3,1,0,0,0,0,0,0,0
72,5,2510,,16,97,4,3,1,0,0,0,0,0,0,0
72,5,2511,,16,97,4,3,1,0,0,0,0,0,0,0
72,5,2700,A,0,0,2,1,0,1,0,0,0,0,0,0
72,5,2730,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,2731,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,2750,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,2759,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,2800,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,2830,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,2834,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,3000,,144,1576,3,0,0,0,1,2,0,0,0,0
72,5,3060,B,0,0,1,0,0,0,0,1,0,0,0,0
72,5,3069,B,0,0,1,0,0,0,0,1,0,0,0,0
72,5,3080,B,0,0,2,0,0,0,1,1,0,0,0,0
72,5,3086,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,3089,B,0,0,1,0,0,0,0,1,0,0,0,0
72,5,3100,,912,12432,4,0,0,0,0,1,1,2,0,0
72,5,3140,,912,12432,4,0,0,0,0,1,1,2,0,0
