fipstate,fipscty,naics,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,censtate,cencty
72,1,445110,J,56,J,221,H,1694,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,446///,G,34,G,153,G,658,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,4461//,G,34,G,153,G,658,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,44611/,G,34,G,153,G,658,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,446110,G,34,G,153,G,658,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,447///,G,13,G,37,G,172,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,4471//,G,13,G,37,G,172,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,44711/,G,13,G,37,G,172,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,447110,G,13,G,37,G,172,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,448///,J,19,G,52,G,222,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,48----,G,19,H,47,G,174,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,485///,G,18,G,46,H,165,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,4854//,G,18,G,46,H,165,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,48541/,G,18,G,46,H,165,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,485410,G,18,G,46,H,165,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,53----,G,13,G,60,G,252,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,54----,J,27,G,96,G,422,11,10,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,541///,J,27,G,96,G,422,11,10,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,5411//,J,7,J,15,H,57,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,5413//,J,13,J,60,H,257,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,61----,G,59,H,152,G,570,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,611///,G,59,H,152,G,570,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,6111//,G,59,H,152,G,570,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,61111/,G,59,H,152,G,570,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,611110,G,59,H,152,G,570,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,62----,G,159,G,856,G,3693,19,8,7,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,621///,G,127,G,741,G,3231,16,8,6,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,6211//,J,23,J,96,J,419,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,62111/,J,23,J,96,J,419,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,621111,J,23,J,96,J,419,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,6215//,J,11,G,80,G,340,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,62151/,J,11,G,80,G,340,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,72----,G,84,H,203,G,973,17,10,6,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,722///,H,77,G,177,G,893,15,8,6,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,7225//,H,76,G,175,G,871,13,6,6,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,72251/,H,76,G,175,G,871,13,6,6,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,722511,H,22,H,50,G,363,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,722513,G,50,G,113,G,469,7,3,3,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,81----,J,24,H,286,H,908,8,7,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,813///,H,23,H,278,H,874,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,8131//,G,8,H,30,H,119,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,81311/,G,8,H,30,H,119,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,813110,G,8,H,30,H,119,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,3,------,G,2918,G,10452,G,44134,497,344,82,47,17,6,N,N,N,N,N,N,N,N,6,3
72,3,23----,G,320,G,1207,G,5489,35,23,7,3,N,N,N,N,N,N,N,N,N,N,6,3
72,3,236///,G,273,G,1049,G,4579,25,16,6,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,2361//,J,182,J,639,J,2882,17,12,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,23611/,J,182,J,639,J,2882,17,12,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,236115,J,143,J,506,J,2312,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,236118,H,39,J,133,H,570,10,7,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,2362//,J,91,J,410,J,1697,8,4,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,23622/,H,29,G,80,G,405,7,4,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,236220,H,29,G,80,G,405,7,4,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,238///,J,28,H,53,H,337,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,2381//,J,15,J,23,J,155,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,2383//,G,13,H,30,G,177,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,31----,G,184,H,696,G,3011,33,21,6,5,N,N,N,N,N,N,N,N,N,N,6,3
72,3,311///,G,87,J,259,J,1134,14,9,4,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,3118//,H,85,J,257,J,1125,13,8,4,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,31181/,H,85,J,257,J,1125,13,8,4,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,311811,J,38,H,78,G,343,9,5,4,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,311812,J,47,J,179,J,782,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,332///,G,27,G,106,G,436,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,337///,J,10,G,28,J,99,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,3371//,J,10,G,28,J,99,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,33711/,J,10,G,28,J,99,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,337110,J,10,G,28,J,99,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,42----,J,86,H,346,H,1562,14,6,7,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,423///,J,50,J,208,H,978,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,424///,J,36,H,138,G,584,8,3,5,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4244//,G,21,G,91,G,402,4,N,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4249//,J,8,J,33,H,156,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44----,G,954,G,3287,G,13414,154,105,24,19,3,3,N,N,N,N,N,N,N,N,6,3
72,3,441///,H,116,G,522,G,1869,40,35,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4411//,H,49,G,221,G,884,22,20,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44111/,J,9,J,52,J,205,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,441110,J,9,J,52,J,205,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44112/,G,40,G,169,H,679,19,17,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,441120,G,40,G,169,H,679,19,17,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4413//,H,64,G,296,G,965,17,14,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44131/,H,33,H,175,H,518,10,9,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,441310,H,33,H,175,H,518,10,9,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44132/,H,31,J,121,H,447,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,441320,H,31,J,121,H,447,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,442///,J,6,G,17,G,72,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,443///,J,5,J,14,H,46,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4431//,J,5,J,14,H,46,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44314/,J,5,J,14,H,46,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,444///,G,97,G,308,G,1181,17,11,3,3,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4441//,G,97,G,308,G,1181,17,11,3,3,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44411/,J,10,G,38,G,162,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,444110,J,10,G,38,G,162,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44413/,G,71,H,210,H,747,11,7,N,3,N,N,N,N,N,N,N,N,N,N,6,3
72,3,444130,G,71,H,210,H,747,11,7,N,3,N,N,N,N,N,N,N,N,N,N,6,3
72,3,445///,G,310,G,898,G,3736,18,11,N,N,N,3,N,N,N,N,N,N,N,N,6,3
72,3,4451//,G,296,G,880,G,3674,15,9,N,N,N,3,N,N,N,N,N,N,N,N,6,3
72,3,44511/,G,279,G,837,G,3509,11,6,N,N,N,3,N,N,N,N,N,N,N,N,6,3
72,3,445110,G,279,G,837,G,3509,11,6,N,N,N,3,N,N,N,N,N,N,N,N,6,3
72,3,44512/,G,17,J,43,H,165,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,445120,G,17,J,43,H,165,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4452//,J,14,J,18,H,62,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44529/,J,14,J,18,H,62,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,446///,G,199,G,902,G,3782,23,5,9,9,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4461//,G,199,G,902,G,3782,23,5,9,9,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44611/,G,178,G,824,G,3410,17,N,7,9,N,N,N,N,N,N,N,N,N,N,6,3
72,3,446110,G,178,G,824,G,3410,17,N,7,9,N,N,N,N,N,N,N,N,N,N,6,3
72,3,447///,J,49,G,115,G,427,13,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4471//,J,49,G,115,G,427,13,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44711/,H,47,G,111,G,414,12,9,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,447110,H,47,G,111,G,414,12,9,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448///,J,41,H,105,H,539,17,16,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4481//,J,29,G,65,G,351,11,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44812/,J,5,J,14,G,132,6,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448120,J,5,J,14,G,132,6,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44814/,J,17,J,32,J,135,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448140,J,17,J,32,J,135,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4482//,J,7,J,19,J,75,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44821/,J,7,J,19,J,75,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448210,J,7,J,19,J,75,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4483//,G,5,J,21,J,113,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44831/,G,5,J,21,J,113,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448310,G,5,J,21,J,113,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,451///,H,23,G,59,H,243,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4511//,H,22,G,58,H,240,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,453///,J,42,G,128,G,562,8,3,5,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4532//,J,19,G,37,G,151,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4539//,J,23,G,91,G,411,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,45399/,J,23,G,91,G,411,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,453998,J,23,G,91,G,411,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,454///,J,36,J,160,J,719,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,48----,J,54,J,183,J,564,7,3,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,484///,J,19,J,85,J,343,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4841//,J,19,J,85,J,343,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,48411/,J,19,J,85,J,343,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,484110,J,19,J,85,J,343,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,51----,J,7,J,39,J,78,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,52----,H,131,H,746,H,3152,11,6,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,522///,H,112,H,650,H,2728,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5221//,H,107,H,621,H,2594,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,524///,J,19,H,96,G,424,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5242//,J,19,H,96,G,424,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,52421/,J,19,H,96,G,424,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,524210,J,19,H,96,G,424,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,53----,G,21,H,69,H,331,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,531///,J,7,H,30,H,131,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,54----,G,93,H,495,H,2131,35,31,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541///,G,93,H,495,H,2131,35,31,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5411//,J,14,H,36,H,146,9,9,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,54111/,J,14,H,36,H,146,9,9,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541110,J,14,H,36,H,146,9,9,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5412//,J,23,H,96,H,376,11,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,54121/,J,23,H,96,H,376,11,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541211,J,20,H,90,H,359,8,7,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541219,G,3,G,6,G,17,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5413//,H,40,J,276,J,1209,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,54138/,J,6,G,32,G,131,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541380,J,6,G,32,G,131,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5416//,J,4,J,23,J,74,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,56----,J,139,J,329,J,1477,13,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,561///,J,139,J,329,J,1477,13,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5616//,J,114,J,241,J,1187,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5617//,G,15,H,41,G,118,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,56173/,J,13,H,39,G,108,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,561730,J,13,H,39,G,108,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,61----,J,62,H,183,H,655,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,611///,J,62,H,183,H,655,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6115//,G,25,G,64,G,266,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,61151/,G,25,G,64,G,266,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62----,G,324,G,1449,G,6322,76,62,7,4,3,N,N,N,N,N,N,N,N,N,6,3
72,3,621///,H,227,G,1115,G,5058,66,56,6,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6211//,G,111,G,533,G,2277,37,33,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62111/,G,111,G,533,G,2277,37,33,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621111,G,108,G,518,G,2222,35,31,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6212//,G,28,H,130,H,641,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62121/,G,28,H,130,H,641,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621210,G,28,H,130,H,641,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6213//,H,44,H,235,H,1287,13,11,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62132/,J,11,J,83,J,591,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621320,J,11,J,83,J,591,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62133/,J,3,J,13,J,42,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621330,J,3,J,13,J,42,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62134/,H,22,H,86,H,436,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621340,H,22,H,86,H,436,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6215//,J,18,H,118,H,490,7,7,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62151/,J,18,H,118,H,490,7,7,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621511,J,14,H,96,H,401,6,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,623///,J,38,H,200,H,835,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6233//,J,11,J,23,J,82,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62331/,J,11,J,23,J,82,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,623312,J,11,J,23,J,82,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,624///,H,59,H,134,H,429,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6241//,H,59,H,134,H,429,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,71----,J,6,H,22,G,83,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,72----,G,442,G,1033,G,4205,63,32,14,11,6,N,N,N,N,N,N,N,N,N,6,3
72,3,722///,G,442,G,1033,G,4205,63,32,14,11,6,N,N,N,N,N,N,N,N,N,6,3
72,3,7223//,G,15,G,17,H,118,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,72233/,G,15,G,17,H,115,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,722330,G,15,G,17,H,115,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,7224//,J,4,G,6,G,24,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,72241/,J,4,G,6,G,24,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,722410,J,4,G,6,G,24,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,7225//,G,423,G,1010,G,4063,55,25,14,10,6,N,N,N,N,N,N,N,N,N,6,3
72,3,72251/,G,423,G,1010,G,4063,55,25,14,10,6,N,N,N,N,N,N,N,N,N,6,3
72,3,722511,G,161,G,390,G,1518,23,10,7,4,N,N,N,N,N,N,N,N,N,N,6,3
72,3,722513,G,183,G,435,G,1863,21,10,4,4,3,N,N,N,N,N,N,N,N,N,6,3
72,3,722514,J,22,H,50,G,191,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,722515,H,57,H,135,G,491,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81----,H,92,H,363,G,1604,33,27,5,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,811///,J,46,H,169,G,714,19,16,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,8111//,J,32,G,90,G,353,15,13,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81111/,G,16,H,39,G,132,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,811111,J,13,J,28,J,96,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81112/,G,5,G,13,H,46,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,811121,G,5,G,13,H,46,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81119/,J,11,H,38,H,175,8,8,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,811198,J,9,H,32,G,143,6,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,812///,J,18,J,68,H,270,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,813///,H,28,G,126,H,620,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,8131//,J,14,H,40,G,159,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81311/,J,14,H,40,G,159,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,813110,J,14,H,40,G,159,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,8139//,J,11,H,77,H,438,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,99----,G,1,G,2,H,42,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,5,------,G,13013,G,90963,G,383413,858,462,174,113,65,21,15,5,3,N,N,N,N,N,6,5
72,5,23----,H,125,G,476,G,1895,19,11,3,4,N,N,N,N,N,N,N,N,N,N,6,5
72,5,236///,H,69,H,198,H,777,9,3,3,3,N,N,N,N,N,N,N,N,N,N,6,5
72,5,2361//,H,68,H,194,H,764,8,N,3,3,N,N,N,N,N,N,N,N,N,N,6,5
72,5,23611/,H,68,H,194,H,764,8,N,3,3,N,N,N,N,N,N,N,N,N,N,6,5
72,5,236115,H,21,H,43,G,224,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,236118,H,47,H,151,H,540,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,238///,J,42,J,192,J,766,9,8,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,2382//,J,39,J,175,J,703,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,23821/,J,37,J,163,J,647,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,238210,J,37,J,163,J,647,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,31----,G,845,H,7228,H,34032,37,18,8,4,3,N,N,N,N,N,N,N,N,N,6,5
72,5,311///,J,299,J,2007,J,7977,13,7,3,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,3118//,J,65,J,101,J,346,8,5,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,31181/,J,65,J,101,J,346,8,5,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,311811,J,53,J,76,J,245,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,332///,J,57,H,199,H,783,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,333///,J,58,J,204,J,873,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,3334//,J,58,J,204,J,873,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,33341/,J,58,J,204,J,873,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
