fipstate,fipscty,naics,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,censtate,cencty
72,19,8131//,G,10,G,32,H,206,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,19
72,19,81311/,G,10,G,32,H,206,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,19
72,19,813110,G,10,G,32,H,206,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,19
72,21,------,G,41764,G,246954,G,996954,2954,1558,570,392,294,73,46,18,N,N,N,N,N,N,6,21
72,21,23----,G,982,G,4294,G,19043,109,62,18,16,12,N,N,N,N,N,N,N,N,N,6,21
72,21,236///,G,213,G,672,H,3069,32,24,N,N,4,N,N,N,N,N,N,N,N,N,6,21
72,21,2361//,G,73,G,212,G,798,20,17,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23611/,G,73,G,212,G,798,20,17,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,236115,J,19,J,72,H,203,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,236118,H,53,H,132,G,539,14,12,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,2362//,G,140,G,460,H,2271,12,7,N,N,3,N,N,N,N,N,N,N,N,N,6,21
72,21,23622/,G,110,G,349,G,1738,11,7,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,236220,G,110,G,349,G,1738,11,7,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,237///,G,120,G,614,G,3277,11,3,3,N,3,N,N,N,N,N,N,N,N,N,6,21
72,21,2371//,H,30,H,125,H,677,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23713/,H,30,H,125,H,677,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,237130,H,30,H,125,H,677,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,2373//,H,49,G,247,G,1088,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23731/,H,49,G,247,G,1088,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,237310,H,49,G,247,G,1088,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,2379//,H,41,G,242,G,1512,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23799/,H,41,G,242,G,1512,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,237990,H,41,G,242,G,1512,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,238///,H,649,G,3008,G,12697,66,35,13,12,5,N,N,N,N,N,N,N,N,N,6,21
72,21,2381//,H,313,H,1108,H,4100,17,6,4,5,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23811/,H,30,H,117,H,494,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,238110,H,30,H,117,H,494,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23816/,H,251,H,844,H,2996,9,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,238160,H,251,H,844,H,2996,9,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23819/,G,18,G,67,H,256,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,238190,G,18,G,67,H,256,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,2382//,G,265,G,1667,G,7483,40,24,7,6,3,N,N,N,N,N,N,N,N,N,6,21
72,21,23821/,G,112,G,678,G,2962,22,15,3,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,238210,G,112,G,678,G,2962,22,15,3,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23822/,H,126,G,855,G,3859,15,8,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,238220,H,126,G,855,G,3859,15,8,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23829/,J,27,J,134,J,662,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,238290,J,27,J,134,J,662,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,2383//,J,60,J,190,J,964,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,23832/,G,6,H,32,G,212,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,238320,G,6,H,32,G,212,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,2389//,J,11,G,43,G,150,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,31----,G,2810,G,19195,G,76136,134,55,20,32,17,3,6,N,N,N,N,N,N,N,6,21
72,21,311///,H,1571,H,10893,H,42985,50,16,13,12,3,N,4,N,N,N,N,N,N,N,6,21
72,21,3113//,H,64,J,238,H,1033,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,31134/,J,54,J,209,J,895,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,311340,J,54,J,209,J,895,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3114//,J,381,J,2072,J,8379,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,31141/,J,370,J,2002,J,8051,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3118//,J,749,J,5727,J,21918,31,10,10,8,N,N,N,N,N,N,N,N,N,N,6,21
72,21,31181/,J,717,J,5602,J,21387,28,10,8,7,N,N,N,N,N,N,N,N,N,N,6,21
72,21,311811,H,154,G,482,G,2007,19,7,6,5,N,N,N,N,N,N,N,N,N,N,6,21
72,21,311812,J,551,J,5083,J,19226,8,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3119//,J,357,J,2690,J,10890,7,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,31199/,J,172,J,1199,J,5571,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,312///,G,22,H,105,H,478,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,315///,J,57,J,385,J,1669,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,321///,J,27,J,137,J,624,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,323///,G,12,H,60,H,230,9,9,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3231//,G,12,H,60,H,230,9,9,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,32311/,G,12,H,60,H,230,9,9,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,323111,G,12,H,60,H,230,9,9,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,325///,G,350,G,2963,G,11574,10,3,N,4,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3256//,J,130,J,1756,J,6361,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,32561/,J,126,J,1730,J,6242,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,326///,J,72,H,377,J,1588,4,N,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3261//,J,72,H,377,J,1588,4,N,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,32619/,H,62,H,332,H,1197,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,326199,H,62,H,332,H,1197,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,327///,G,12,G,88,G,434,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3273//,G,12,G,88,G,434,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,331///,G,11,G,60,G,274,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,332///,G,333,G,2190,G,8579,19,9,N,4,4,N,N,N,N,N,N,N,N,N,6,21
72,21,3323//,H,182,G,1043,G,4033,10,6,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,33231/,J,46,J,347,J,1370,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,33232/,J,136,J,696,J,2663,7,4,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,332321,J,133,J,686,J,2640,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3328//,H,39,H,313,H,1248,4,N,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,33281/,H,39,H,313,H,1248,4,N,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,333///,J,44,J,217,J,915,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,337///,H,56,H,321,G,1270,7,4,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3371//,H,26,G,125,H,500,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,33711/,J,14,J,57,J,205,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,337110,J,14,J,57,J,205,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,339///,G,86,G,424,G,2224,10,6,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3391//,G,76,G,364,G,1913,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,33911/,G,76,G,364,G,1913,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,339116,G,5,J,18,G,75,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,3399//,J,10,J,60,H,311,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,33995/,J,9,J,51,H,274,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,339950,J,9,J,51,H,274,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42----,G,4627,G,44260,G,175919,170,81,27,27,19,7,4,4,N,N,N,N,N,N,6,21
72,21,423///,G,816,G,6192,G,26883,84,41,16,17,8,N,N,N,N,N,N,N,N,N,6,21
72,21,4231//,J,95,H,742,H,2925,11,5,N,N,3,N,N,N,N,N,N,N,N,N,6,21
72,21,42311/,J,51,J,474,J,1825,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423110,J,51,J,474,J,1825,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42312/,J,26,H,169,H,754,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423120,J,26,H,169,H,754,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42313/,J,16,J,91,J,319,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423130,J,16,J,91,J,319,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4233//,H,42,G,462,G,1273,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42331/,H,42,G,462,G,1273,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423310,H,42,G,462,G,1273,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4234//,G,115,G,942,G,3946,16,9,4,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42342/,H,37,J,250,H,1099,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423420,H,37,J,250,H,1099,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42345/,H,63,H,631,H,2518,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423450,H,63,H,631,H,2518,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4235//,G,37,H,286,H,1267,6,N,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42351/,G,37,H,286,H,1267,6,N,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423510,G,37,H,286,H,1267,6,N,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4236//,J,71,J,575,J,3414,9,4,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42361/,J,45,H,407,H,1823,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423610,J,45,H,407,H,1823,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4237//,G,157,G,1062,G,5113,15,7,N,4,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42371/,J,48,J,352,J,1442,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423710,J,48,J,352,J,1442,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42372/,J,39,J,277,J,1555,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423720,J,39,J,277,J,1555,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42373/,J,52,J,332,J,1699,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423730,J,52,J,332,J,1699,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42374/,J,18,J,101,J,417,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423740,J,18,J,101,J,417,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4238//,H,243,H,1779,H,7501,13,7,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42381/,J,128,J,1064,H,4178,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423810,J,128,J,1064,H,4178,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42383/,J,65,J,370,J,1604,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423830,J,65,J,370,J,1604,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42384/,G,30,G,260,G,1383,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423840,G,30,G,260,G,1383,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4239//,H,44,H,284,H,1177,9,5,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42391/,J,14,H,73,J,296,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423910,J,14,H,73,J,296,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42399/,J,18,H,118,G,517,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,423990,J,18,H,118,G,517,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424///,G,3779,G,37841,G,147563,73,30,8,10,11,6,3,4,N,N,N,N,N,N,6,21
72,21,4241//,G,82,G,533,G,2277,7,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42413/,G,81,G,528,G,2262,6,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424130,G,81,G,528,G,2262,6,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4242//,H,255,G,1361,G,5538,11,5,N,4,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42421/,H,255,G,1361,G,5538,11,5,N,4,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424210,H,255,G,1361,G,5538,11,5,N,4,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4243//,H,74,H,434,H,1424,8,4,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42433/,J,12,H,43,H,161,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424330,J,12,H,43,H,161,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42434/,G,21,H,103,H,429,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424340,G,21,H,103,H,429,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4244//,G,1476,G,15108,G,64275,22,7,N,N,5,N,N,N,N,N,N,N,N,N,6,21
72,21,42441/,J,32,J,177,H,749,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424410,J,32,J,177,H,749,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42442/,H,104,H,1082,H,3772,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424420,H,104,H,1082,H,3772,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42447/,H,30,H,117,H,479,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424470,H,30,H,117,H,479,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42448/,H,179,G,1139,G,4811,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424480,H,179,G,1139,G,4811,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42449/,G,1029,G,11293,G,48870,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424490,G,1029,G,11293,G,48870,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4246//,J,12,G,75,G,332,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42469/,J,10,J,46,J,217,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424690,J,10,J,46,J,217,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4247//,G,266,G,2830,G,12022,6,N,N,N,N,3,N,N,N,N,N,N,N,N,6,21
72,21,42471/,G,244,G,2682,G,11406,4,N,N,N,N,3,N,N,N,N,N,N,N,N,6,21
72,21,424710,G,244,G,2682,G,11406,4,N,N,N,N,3,N,N,N,N,N,N,N,N,6,21
72,21,4248//,G,957,G,8818,G,35674,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42482/,J,469,J,3697,J,16024,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424820,J,469,J,3697,J,16024,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4249//,J,656,J,8674,J,25994,10,5,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42494/,J,629,J,8472,J,25199,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,424940,J,629,J,8472,J,25199,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,425///,J,32,H,227,G,1473,13,10,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4251//,J,32,H,227,G,1473,13,10,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,42512/,H,29,H,192,G,1349,11,8,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,425120,H,29,H,192,G,1349,11,8,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44----,G,11387,G,61219,G,244040,703,308,153,114,87,21,14,6,N,N,N,N,N,N,6,21
72,21,441///,H,1935,G,11896,G,47754,112,51,17,18,17,6,3,N,N,N,N,N,N,N,6,21
72,21,4411//,G,842,G,7548,G,29792,27,5,N,9,7,3,N,N,N,N,N,N,N,N,6,21
72,21,44111/,G,783,G,7031,G,27795,20,N,N,8,6,3,N,N,N,N,N,N,N,N,6,21
72,21,441110,G,783,G,7031,G,27795,20,N,N,8,6,3,N,N,N,N,N,N,N,N,6,21
72,21,44112/,H,59,G,517,G,1997,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,441120,H,59,G,517,G,1997,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4413//,H,1087,G,4317,G,17838,84,46,15,9,10,3,N,N,N,N,N,N,N,N,6,21
72,21,44131/,H,664,H,3347,H,13535,64,35,13,6,8,N,N,N,N,N,N,N,N,N,6,21
72,21,441310,H,664,H,3347,H,13535,64,35,13,6,8,N,N,N,N,N,N,N,N,N,6,21
72,21,44132/,H,423,G,970,G,4303,20,11,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,441320,H,423,G,970,G,4303,20,11,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,442///,G,167,G,614,G,2580,14,6,N,3,4,N,N,N,N,N,N,N,N,N,6,21
72,21,4421//,G,59,H,310,H,1298,7,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44211/,G,59,H,310,H,1298,7,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,442110,G,59,H,310,H,1298,7,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4422//,G,108,G,304,G,1282,7,3,N,N,3,N,N,N,N,N,N,N,N,N,6,21
72,21,44229/,G,107,G,300,G,1268,6,N,N,N,3,N,N,N,N,N,N,N,N,N,6,21
72,21,442299,G,103,G,290,G,1233,5,N,N,N,3,N,N,N,N,N,N,N,N,N,6,21
72,21,443///,H,196,H,957,H,4181,19,14,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4431//,H,196,H,957,H,4181,19,14,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44314/,H,196,H,957,H,4181,19,14,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,443141,J,13,J,65,J,268,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,443142,H,183,H,892,H,3913,15,10,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,444///,H,926,H,4463,H,18107,67,41,9,6,9,N,N,N,N,N,N,N,N,N,6,21
72,21,4441//,H,920,H,4445,H,18037,64,38,9,6,9,N,N,N,N,N,N,N,N,N,6,21
72,21,44411/,J,503,J,2351,J,9562,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,444110,J,503,J,2351,J,9562,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44412/,H,46,G,347,G,1388,17,15,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,444120,H,46,G,347,G,1388,17,15,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44413/,G,269,G,1181,G,4319,27,12,5,4,6,N,N,N,N,N,N,N,N,N,6,21
72,21,444130,G,269,G,1181,G,4319,27,12,5,4,6,N,N,N,N,N,N,N,N,N,6,21
72,21,44419/,H,102,G,566,G,2768,16,10,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,444190,H,102,G,566,G,2768,16,10,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4442//,G,6,G,18,G,70,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44422/,G,6,G,18,G,70,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,444220,G,6,G,18,G,70,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,445///,G,1283,H,4897,H,19011,61,40,7,N,N,6,5,N,N,N,N,N,N,N,6,21
72,21,4451//,G,1249,H,4715,H,18082,52,33,6,N,N,6,5,N,N,N,N,N,N,N,6,21
72,21,44511/,H,1225,H,4616,H,17675,41,22,6,N,N,6,5,N,N,N,N,N,N,N,6,21
72,21,445110,H,1225,H,4616,H,17675,41,22,6,N,N,6,5,N,N,N,N,N,N,N,6,21
72,21,44512/,J,24,J,99,J,407,11,11,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,445120,J,24,J,99,J,407,11,11,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4452//,J,6,J,23,J,251,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44523/,J,6,J,23,J,214,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,445230,J,6,J,23,J,214,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4453//,H,28,H,159,H,678,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44531/,H,28,H,159,H,678,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,445310,H,28,H,159,H,678,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,446///,G,1621,G,12038,G,46971,126,50,33,17,22,4,N,N,N,N,N,N,N,N,6,21
72,21,4461//,G,1621,G,12038,G,46971,126,50,33,17,22,4,N,N,N,N,N,N,N,N,6,21
72,21,44611/,H,1207,H,9799,H,37680,58,10,11,14,20,3,N,N,N,N,N,N,N,N,6,21
72,21,446110,H,1207,H,9799,H,37680,58,10,11,14,20,3,N,N,N,N,N,N,N,N,6,21
72,21,44612/,G,88,H,393,H,1674,14,8,5,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,446120,G,88,H,393,H,1674,14,8,5,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44613/,J,75,H,390,H,1606,22,13,9,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,446130,J,75,H,390,H,1606,22,13,9,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44619/,G,251,G,1456,G,6011,32,19,8,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,446191,G,121,H,731,H,3031,16,8,5,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,446199,G,130,H,725,H,2980,16,11,3,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,447///,G,355,G,1184,G,4995,55,27,13,14,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4471//,G,355,G,1184,G,4995,55,27,13,14,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44711/,G,347,G,1156,G,4878,52,25,12,14,N,N,N,N,N,N,N,N,N,N,6,21
72,21,447110,G,347,G,1156,G,4878,52,25,12,14,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44719/,J,8,J,28,J,117,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,447190,J,8,J,28,J,117,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,448///,G,1860,G,6736,G,27492,137,28,47,42,16,N,N,N,N,N,N,N,N,N,6,21
72,21,4481//,G,1414,G,5187,G,21673,84,20,25,22,13,N,N,N,N,N,N,N,N,N,6,21
72,21,44811/,H,161,H,467,H,2054,12,N,4,3,3,N,N,N,N,N,N,N,N,N,6,21
72,21,448110,H,161,H,467,H,2054,12,N,4,3,3,N,N,N,N,N,N,N,N,N,6,21
72,21,44812/,G,451,G,1304,G,5211,25,N,12,7,3,N,N,N,N,N,N,N,N,N,6,21
72,21,448120,G,451,G,1304,G,5211,25,N,12,7,3,N,N,N,N,N,N,N,N,N,6,21
72,21,44813/,H,42,J,187,J,800,5,N,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,448130,H,42,J,187,J,800,5,N,N,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44814/,G,465,H,2399,H,9903,24,5,3,8,6,N,N,N,N,N,N,N,N,N,6,21
72,21,448140,G,465,H,2399,H,9903,24,5,3,8,6,N,N,N,N,N,N,N,N,N,6,21
72,21,44815/,H,261,H,702,H,3160,14,8,4,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,448150,H,261,H,702,H,3160,14,8,4,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44819/,J,34,J,128,J,545,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,448190,J,34,J,128,J,545,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4482//,H,337,H,1146,G,4518,40,3,19,17,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44821/,H,337,H,1146,G,4518,40,3,19,17,N,N,N,N,N,N,N,N,N,N,6,21
72,21,448210,H,337,H,1146,G,4518,40,3,19,17,N,N,N,N,N,N,N,N,N,N,6,21
72,21,4483//,H,109,G,403,H,1301,13,5,3,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,44831/,H,108,G,394,G,1267,12,4,3,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,448310,H,108,G,394,G,1267,12,4,3,3,N,N,N,N,N,N,N,N,N,N,6,21
72,21,451///,H,235,G,974,G,4565,29,15,10,N,4,N,N,N,N,N,N,N,N,N,6,21
72,21,4511//,H,159,H,678,H,2882,23,12,9,N,N,N,N,N,N,N,N,N,N,N,6,21
72,21,45111/,G,43,G,207,G,825,10,4,6,N,N,N,N,N,N,N,N,N,N,N,6,21
