fipstate,fipscty,naics,empflag,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,censtate,cencty
72,37,811490,,J,10,J,31,J,100,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,37
72,37,812///,,J,3,J,16,H,74,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,37
72,37,813///,,J,4,H,20,J,80,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,37
72,37,8131//,,J,3,G,13,J,48,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,37
72,37,81311/,,J,3,G,13,J,48,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,37
72,37,813110,,J,3,G,13,J,48,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,37
72,39,------,,G,748,G,2852,G,11120,103,59,21,13,9,N,N,N,N,N,N,N,N,N,6,39
72,39,23----,,J,40,J,131,H,588,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,31----,,G,55,G,229,G,902,7,4,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,311///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,3118//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,31181/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,311811,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,42----,,J,44,J,125,J,363,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,424///,,J,43,J,121,J,346,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,44----,,G,184,H,611,G,2394,32,15,10,7,N,N,N,N,N,N,N,N,N,N,6,39
72,39,444///,,G,20,G,87,H,351,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,4441//,,J,16,H,72,H,299,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,445///,,G,40,H,113,G,434,10,8,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,4451//,,H,38,H,108,G,421,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,44511/,,H,37,H,107,G,418,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,445110,,H,37,H,107,G,418,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,446///,,H,46,G,177,G,728,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,4461//,,H,46,G,177,G,728,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,44611/,,H,46,G,177,G,728,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,446110,,H,46,G,177,G,728,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,447///,,H,24,G,62,H,257,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,4471//,,H,24,G,62,H,257,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,44711/,,H,24,G,62,H,257,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,447110,,H,24,G,62,H,257,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,452///,,H,27,H,61,H,229,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,48----,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,52----,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,522///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,54----,,J,13,G,79,G,314,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,541///,,J,13,G,79,G,314,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,5413//,,J,10,J,57,H,244,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,56----,,J,6,J,19,J,82,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,561///,,J,6,J,19,J,82,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,62----,,H,108,H,643,H,2629,17,11,5,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,621///,,H,108,H,643,H,2629,17,11,5,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,6211//,,H,81,H,485,J,1954,8,5,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,62111/,,H,81,H,485,J,1954,8,5,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,621111,A,S,0,S,0,S,0,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,6212//,,J,4,J,12,G,38,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,62121/,,J,4,J,12,G,38,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,621210,,J,4,J,12,G,38,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,72----,,H,130,H,326,H,1141,12,7,N,N,3,N,N,N,N,N,N,N,N,N,6,39
72,39,722///,,H,130,H,326,H,1141,12,7,N,N,3,N,N,N,N,N,N,N,N,N,6,39
72,39,7225//,,H,129,H,323,H,1126,11,6,N,N,3,N,N,N,N,N,N,N,N,N,6,39
72,39,72251/,,H,129,H,323,H,1126,11,6,N,N,3,N,N,N,N,N,N,N,N,N,6,39
72,39,722511,,G,62,G,128,G,361,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,722513,,H,66,J,193,J,762,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,39,81----,,J,39,J,112,H,393,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,39
72,41,------,,G,3672,G,27236,G,105565,318,190,49,36,31,5,5,N,N,N,N,N,N,N,6,41
72,41,23----,,H,93,H,384,H,1796,12,9,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,236///,,J,18,H,41,H,193,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,238///,,G,40,H,216,J,1086,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,2382//,,G,40,H,216,H,961,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,23822/,,G,40,H,216,H,961,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,238220,,G,40,H,216,H,961,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,31----,,G,1084,G,13762,G,50595,29,10,5,3,5,N,3,N,N,N,N,N,N,N,6,41
72,41,311///,A,S,0,S,0,S,0,8,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,3118//,,G,26,G,50,G,195,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,31181/,,G,26,G,50,G,195,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,311811,,H,22,H,38,G,140,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,312///,A,S,0,S,0,S,0,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,3121//,A,S,0,S,0,S,0,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,31211/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,325///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,332///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,42----,,G,31,J,334,J,1312,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,423///,,J,15,G,82,H,284,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4239//,,G,12,G,71,H,238,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,42399/,,G,12,G,71,H,238,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,423990,,G,12,G,71,H,238,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,44----,,G,740,G,3185,G,12641,79,45,11,13,8,N,N,N,N,N,N,N,N,N,6,41
72,41,441///,,H,129,H,681,H,2774,15,8,3,N,3,N,N,N,N,N,N,N,N,N,6,41
72,41,4411//,A,S,0,S,0,S,0,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4413//,,G,72,G,335,G,1317,11,6,3,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,44131/,,G,64,G,295,H,1187,9,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,441310,,G,64,G,295,H,1187,9,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,442///,,H,34,H,147,G,579,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4421//,,J,13,G,82,H,302,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,44211/,,J,13,G,82,H,302,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,442110,,J,13,G,82,H,302,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,444///,,G,81,G,353,G,1502,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4441//,,G,81,G,353,G,1502,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,44413/,,G,81,G,353,G,1502,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,444130,,G,81,G,353,G,1502,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,445///,,H,195,H,637,H,2442,21,15,N,3,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4451//,,H,183,G,586,H,2236,16,10,N,3,N,N,N,N,N,N,N,N,N,N,6,41
72,41,44511/,,H,166,H,504,H,1980,14,9,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,445110,,H,166,H,504,H,1980,14,9,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4453//,,G,5,G,16,G,62,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,44531/,,G,5,G,16,G,62,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,445310,,G,5,G,16,G,62,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,446///,,H,167,H,974,H,3799,10,3,N,N,4,N,N,N,N,N,N,N,N,N,6,41
72,41,4461//,,H,167,H,974,H,3799,10,3,N,N,4,N,N,N,N,N,N,N,N,N,6,41
72,41,44611/,,H,165,H,969,H,3779,8,N,N,N,4,N,N,N,N,N,N,N,N,N,6,41
72,41,446110,,H,165,H,969,H,3779,8,N,N,N,4,N,N,N,N,N,N,N,N,N,6,41
72,41,447///,,H,27,H,89,G,337,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4471//,,H,27,H,89,G,337,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,44711/,,H,26,G,85,G,319,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,447110,,H,26,G,85,G,319,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,448///,,J,58,H,138,H,558,8,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4481//,,J,54,H,118,H,507,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,44814/,,H,29,G,72,G,337,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,448140,,H,29,G,72,G,337,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4482//,,G,4,G,20,G,51,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,44821/,,G,4,G,20,G,51,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,448210,,G,4,G,20,G,51,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,453///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,454///,,J,8,J,36,H,147,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4543//,,J,8,J,36,H,147,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,45431/,,J,8,J,36,H,147,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,454310,,J,8,J,36,H,147,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,48----,,H,109,G,386,G,1498,11,6,3,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,484///,,J,29,H,133,H,604,9,6,3,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,4841//,,J,29,H,133,H,588,8,5,3,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,48411/,,J,29,H,133,H,588,8,5,3,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,484110,,J,29,H,133,H,588,8,5,3,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,51----,,J,20,J,78,J,272,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,52----,,G,61,G,669,G,1846,8,3,3,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,522///,,G,60,H,665,G,1831,7,N,3,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,5222//,,H,29,J,440,J,1062,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,52229/,,J,12,H,314,G,491,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,522291,,J,12,H,314,G,491,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,53----,A,S,0,S,0,S,0,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,531///,,J,4,G,28,G,89,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,532///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,54----,,G,32,H,306,H,1135,19,19,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,541///,,G,32,H,306,H,1135,19,19,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,5411//,,J,8,J,30,H,110,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,54111/,,J,7,J,26,H,94,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,541110,,J,7,J,26,H,94,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,5413//,,J,9,J,70,H,339,6,6,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,54133/,,J,4,J,33,H,202,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,541330,,J,4,J,33,H,202,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,5416//,A,S,0,S,0,S,0,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,54161/,A,S,0,S,0,S,0,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,56----,,H,117,H,512,H,2437,11,8,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,561///,,H,50,G,202,H,906,10,8,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,5616//,,J,5,H,25,G,106,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,5617//,,H,40,G,147,G,680,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,56173/,,J,32,H,121,H,583,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,561730,,J,32,H,121,H,583,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,61----,,H,107,H,441,H,1777,8,N,4,N,3,N,N,N,N,N,N,N,N,N,6,41
72,41,611///,,H,107,H,441,H,1777,8,N,4,N,3,N,N,N,N,N,N,N,N,N,6,41
72,41,6111//,,J,68,J,234,J,989,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,61111/,,J,68,J,234,J,989,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,611110,,J,68,J,234,J,989,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,6117//,,G,31,G,177,G,671,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,61171/,,G,31,G,177,G,671,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,611710,,G,31,G,177,G,671,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,62----,,H,421,H,2619,H,12841,59,42,9,4,3,N,N,N,N,N,N,N,N,N,6,41
72,41,621///,,H,303,H,1868,H,7370,50,38,9,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,6211//,,J,62,G,295,G,1147,21,16,5,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,62111/,,J,62,G,295,G,1147,21,16,5,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,621111,,J,58,G,263,G,1024,20,15,5,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,6212//,,J,32,J,96,H,355,10,8,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,62121/,,J,32,J,96,H,355,10,8,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,621210,,J,32,J,96,H,355,10,8,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,6213//,,G,8,H,25,H,79,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,62134/,,J,5,G,19,H,61,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,621340,,J,5,G,19,H,61,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,6214//,A,S,0,S,0,S,0,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,62149/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,6215//,,J,32,J,171,H,664,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,62151/,,J,32,J,171,H,664,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,621511,,G,23,H,125,H,499,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,623///,,G,42,H,98,H,441,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,624///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,6244//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,62441/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,624410,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,72----,,G,379,G,1099,G,4322,39,16,8,9,6,N,N,N,N,N,N,N,N,N,6,41
72,41,722///,,H,346,G,959,G,3790,38,16,8,9,5,N,N,N,N,N,N,N,N,N,6,41
72,41,7225//,,H,342,G,942,G,3716,36,14,8,9,5,N,N,N,N,N,N,N,N,N,6,41
72,41,72251/,,H,342,G,942,G,3716,36,14,8,9,5,N,N,N,N,N,N,N,N,N,6,41
72,41,722511,,H,68,H,190,H,744,7,N,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,722513,,G,236,G,648,G,2596,20,6,4,6,4,N,N,N,N,N,N,N,N,N,6,41
72,41,722514,,J,19,G,53,H,173,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,81----,,H,78,G,357,G,1342,21,17,N,3,N,N,N,N,N,N,N,N,N,N,6,41
72,41,811///,,H,22,H,82,H,324,10,9,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,8111//,,J,19,J,73,J,281,8,7,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,81111/,,J,14,J,55,J,218,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,811111,,J,14,J,55,J,218,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,812///,A,S,0,S,0,S,0,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,813///,,J,37,G,178,G,655,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,8131//,,J,37,G,178,G,655,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,81311/,,J,37,G,178,G,655,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,813110,,J,37,G,178,G,655,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,41,99----,,J,4,J,11,H,22,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,41
72,43,------,,G,2257,G,10826,G,42113,250,147,52,27,17,5,N,N,N,N,N,N,N,N,6,43
72,43,23----,,G,69,G,257,H,870,6,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,238///,,J,41,J,190,J,692,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,31----,,H,658,H,4732,H,18176,15,7,4,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,311///,A,S,0,S,0,S,0,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,3118//,,J,11,J,20,H,88,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,31181/,,J,11,J,20,H,88,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,311811,,J,11,J,20,H,88,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,42----,,J,18,G,71,G,306,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,424///,,J,11,H,47,G,213,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,44----,,G,468,G,1951,G,7429,71,41,13,13,3,N,N,N,N,N,N,N,N,N,6,43
72,43,441///,,H,21,H,59,H,220,9,8,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,4413//,,H,20,H,53,H,203,8,7,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,44131/,,G,13,J,31,H,125,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,441310,,G,13,J,31,H,125,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,444///,,J,43,H,142,J,598,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,4441//,,J,42,H,138,J,584,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,44413/,,J,39,J,135,J,572,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,444130,,J,39,J,135,J,572,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,445///,,J,70,J,227,J,919,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,4451//,,J,54,J,164,J,679,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,44511/,,J,54,J,164,J,679,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,445110,,J,54,J,164,J,679,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,446///,,H,137,G,841,G,3112,14,5,N,7,N,N,N,N,N,N,N,N,N,N,6,43
72,43,4461//,,H,137,G,841,G,3112,14,5,N,7,N,N,N,N,N,N,N,N,N,N,6,43
72,43,44611/,,G,117,H,733,G,2815,8,N,N,7,N,N,N,N,N,N,N,N,N,N,6,43
72,43,446110,,G,117,H,733,G,2815,8,N,N,7,N,N,N,N,N,N,N,N,N,N,6,43
72,43,44612/,,J,14,J,85,J,205,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,446120,,J,14,J,85,J,205,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,447///,,H,33,G,108,G,502,8,4,3,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,4471//,,H,33,G,108,G,502,8,4,3,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,44711/,,H,33,G,108,G,502,8,4,3,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,447110,,H,33,G,108,G,502,8,4,3,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,448///,,J,65,H,180,H,691,11,7,N,3,N,N,N,N,N,N,N,N,N,N,6,43
72,43,4481//,,J,62,J,151,J,630,9,5,N,3,N,N,N,N,N,N,N,N,N,N,6,43
72,43,44814/,,J,41,J,98,J,432,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,448140,,J,41,J,98,J,432,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,452///,,H,32,H,70,H,280,4,N,3,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,453///,,J,12,H,31,J,92,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,48----,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,51----,,H,25,J,94,J,330,4,N,3,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,517///,,J,19,J,68,J,251,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,52----,,G,125,H,943,G,3784,10,3,3,N,3,N,N,N,N,N,N,N,N,N,6,43
72,43,522///,,H,88,G,653,G,2494,7,N,3,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,5221//,,H,69,G,531,G,1911,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,52213/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,522130,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,524///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,54----,,G,57,G,271,G,811,20,17,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,541///,,G,57,G,271,G,811,20,17,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,5411//,,J,11,J,28,G,116,6,6,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,54111/,,J,9,H,23,G,99,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,541110,,J,9,H,23,G,99,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,5412//,,J,7,J,29,J,129,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,54121/,,J,7,J,29,J,129,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,5413//,,G,21,G,155,G,343,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,54133/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,541330,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,56----,,J,87,J,234,J,899,8,5,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,561///,,J,86,J,230,J,886,7,4,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,5616//,,J,55,J,155,J,612,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,62----,,G,263,G,973,G,4713,44,26,9,7,N,N,N,N,N,N,N,N,N,N,6,43
72,43,621///,,H,142,G,669,G,3432,32,22,7,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,6211//,,H,47,H,189,G,749,18,16,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,62111/,,H,47,H,189,G,749,18,16,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,621111,,H,46,H,187,G,742,17,15,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,6212//,,J,11,G,52,G,178,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,43
72,43,62121/,,J,11,G,52,G,178,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,43
