fipstate,fipscty,naics,empflag,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,censtate,cencty
72,1,------,,G,943,G,3854,G,15650,124,73,29,12,6,3,N,N,N,N,N,N,N,N,6,1
72,1,23----,A,S,0,S,0,S,0,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,236///,,G,0,G,0,H,33,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,2362//,,G,0,G,0,H,33,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,23622/,,G,0,G,0,H,33,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,236220,,G,0,G,0,H,33,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,238///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,2382//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,31----,,G,215,G,580,G,2330,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,311///,,J,16,H,26,G,108,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,3118//,,G,14,J,23,H,93,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,31181/,,G,14,J,23,H,93,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,311811,,G,14,J,23,H,93,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,44----,,G,202,H,714,H,2929,37,25,6,5,N,N,N,N,N,N,N,N,N,N,6,1
72,1,444///,,G,40,G,148,H,595,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,4441//,,H,39,H,145,H,580,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,44413/,,H,34,G,128,H,531,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,444130,,H,34,G,128,H,531,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,445///,,H,65,J,234,J,909,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,4451//,A,S,0,S,0,S,0,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,44511/,A,S,0,S,0,S,0,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,445110,A,S,0,S,0,S,0,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,446///,,H,33,G,143,G,638,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,4461//,,H,33,G,143,G,638,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,44611/,,H,33,G,143,G,638,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,446110,,H,33,G,143,G,638,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,447///,,G,12,G,32,G,127,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,4471//,,G,12,G,32,G,127,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,448///,,J,15,H,44,G,188,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,48----,,H,23,G,52,H,164,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,485///,,H,22,H,50,H,155,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,4854//,,H,22,H,50,H,155,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,48541/,,H,22,H,50,H,155,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,485410,,H,22,H,50,H,155,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,53----,,G,16,G,60,G,251,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,531///,,G,15,G,58,G,244,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,54----,,J,25,G,129,G,462,11,8,3,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,541///,,J,25,G,129,G,462,11,8,3,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,5411//,,G,7,G,17,G,63,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,54111/,,G,3,G,8,J,26,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,541110,,G,3,G,8,J,26,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,5413//,,J,14,G,96,G,332,3,N,3,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,61----,,G,56,H,146,G,508,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,611///,,G,56,H,146,G,508,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,6111//,,G,56,H,146,G,508,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,61111/,,G,56,H,146,G,508,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,611110,,G,56,H,146,G,508,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,62----,,G,188,G,885,G,3892,20,9,6,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,621///,,G,159,G,775,H,3431,16,8,5,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,6211//,,J,25,J,72,J,246,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,62111/,,J,25,J,72,J,246,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,621111,,J,25,J,72,J,246,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,6215//,,J,16,G,87,G,328,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,62151/,,J,16,G,87,G,328,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,624///,,J,18,J,75,J,309,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,72----,,G,102,G,239,G,910,20,10,8,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,722///,,H,96,G,219,G,826,18,8,8,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,7225//,,H,95,G,216,G,790,16,6,8,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,72251/,,H,95,G,216,G,790,16,6,8,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,722511,,H,23,G,61,G,179,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,722513,,H,68,G,146,G,586,10,3,6,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,81----,,H,29,H,259,H,858,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,813///,,J,28,H,254,H,841,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,8131//,,J,14,J,32,G,136,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,81311/,,J,14,J,32,G,136,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,1,813110,,J,14,J,32,G,136,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,1
72,3,------,,G,2721,G,9389,G,37056,467,332,73,40,16,4,N,N,N,N,N,N,N,N,6,3
72,3,23----,,H,241,H,921,G,3964,31,24,N,3,N,N,N,N,N,N,N,N,N,N,6,3
72,3,236///,,G,205,G,785,G,3413,22,17,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,2361//,,G,202,G,781,G,3339,17,12,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,23611/,,G,202,G,781,G,3339,17,12,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,236115,,J,131,J,472,J,2057,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,236118,,J,71,J,309,J,1282,8,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,2362//,,G,3,J,4,H,74,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,23622/,,G,3,J,4,H,74,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,236220,,G,3,J,4,H,74,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,238///,,J,17,J,42,H,139,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,2383//,,J,15,J,33,H,125,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,31----,,G,157,G,622,G,2481,30,19,7,3,N,N,N,N,N,N,N,N,N,N,6,3
72,3,311///,,J,74,J,246,J,1040,13,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,3118//,,J,74,J,246,J,1040,13,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,31181/,,J,74,J,246,J,1040,13,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,311811,,G,35,G,87,G,345,10,8,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,311812,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,332///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,337///,,G,12,H,40,G,110,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,3371//,,G,12,H,40,G,110,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,33711/,,G,12,H,40,G,110,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,337110,,G,12,H,40,G,110,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,42----,,J,60,H,238,H,1012,13,9,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,423///,,J,43,J,174,J,749,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4237//,,J,8,J,22,J,105,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,424///,,G,17,H,64,H,263,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4249//,,G,3,J,10,H,45,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44----,,G,899,G,3031,G,11819,142,96,24,15,4,3,N,N,N,N,N,N,N,N,6,3
72,3,441///,,H,111,H,391,G,1497,33,27,4,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4411//,,G,28,H,124,G,503,15,14,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44111/,,G,9,H,53,H,210,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,441110,,G,9,H,53,H,210,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44112/,,G,19,G,71,G,293,11,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,441120,,G,19,G,71,G,293,11,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4413//,,H,81,H,257,G,966,17,12,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44131/,,G,46,G,155,G,548,12,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,441310,,G,46,G,155,G,548,12,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44132/,,J,35,J,102,J,418,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,441320,,J,35,J,102,J,418,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,444///,,G,76,G,251,G,1040,18,14,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4441//,,G,76,G,251,G,1040,18,14,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44413/,,H,61,G,215,G,893,11,8,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,444130,,H,61,G,215,G,893,11,8,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44419/,,G,9,H,24,G,96,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,444190,,G,9,H,24,G,96,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,445///,,G,307,G,849,G,3237,17,11,N,N,N,3,N,N,N,N,N,N,N,N,6,3
72,3,4451//,,G,287,G,820,G,3123,11,6,N,N,N,3,N,N,N,N,N,N,N,N,6,3
72,3,44511/,,G,283,G,813,G,3097,10,5,N,N,N,3,N,N,N,N,N,N,N,N,6,3
72,3,445110,,G,283,G,813,G,3097,10,5,N,N,N,3,N,N,N,N,N,N,N,N,6,3
72,3,4452//,,J,20,H,29,H,114,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44529/,,J,20,H,29,H,114,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,445291,,J,17,H,24,H,88,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,446///,,G,201,G,905,G,3499,25,8,8,9,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4461//,,G,201,G,905,G,3499,25,8,8,9,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44611/,,G,183,G,836,G,3239,18,3,6,9,N,N,N,N,N,N,N,N,N,N,6,3
72,3,446110,,G,183,G,836,G,3239,18,3,6,9,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44612/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,446120,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,447///,,H,38,H,77,G,252,11,8,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4471//,,H,38,H,77,G,252,11,8,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44711/,,H,24,G,53,G,208,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,447110,,H,24,G,53,G,208,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44719/,,G,14,J,24,H,44,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,447190,,G,14,J,24,H,44,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448///,,J,33,H,87,H,374,17,15,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4481//,,J,18,G,47,H,224,9,8,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44812/,,G,2,J,9,J,41,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448120,,G,2,J,9,J,41,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44814/,,J,14,H,34,H,169,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448140,,J,14,H,34,H,169,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4482//,,J,10,J,25,J,95,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44821/,,J,10,J,25,J,95,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448210,,J,10,J,25,J,95,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4483//,,J,5,J,15,J,55,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,44831/,,J,5,J,15,J,55,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,448310,,J,5,J,15,J,55,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,451///,,G,22,G,60,G,224,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4511//,,G,22,G,60,G,220,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,453///,,H,45,J,141,H,551,8,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4532//,,J,22,J,74,J,273,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4539//,,H,23,H,67,H,278,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,45399/,,H,23,H,67,H,278,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,453998,,H,23,H,67,H,278,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,48----,,J,48,J,135,J,478,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,484///,,J,15,J,67,J,272,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,4841//,,J,15,J,67,J,272,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,48411/,,J,15,J,67,J,272,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,484110,,J,15,J,67,J,272,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,51----,,J,4,G,14,H,52,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,52----,,H,129,H,812,H,3204,10,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,522///,,H,112,H,716,H,2794,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,524///,,J,17,H,96,H,410,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5242//,,J,17,H,96,H,410,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,52421/,,J,17,H,96,H,410,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,524210,,J,17,H,96,H,410,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,53----,,J,20,G,56,G,220,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,531///,,J,8,J,27,J,109,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,532///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,54----,,J,68,H,353,H,1531,34,32,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541///,,J,68,H,353,H,1531,34,32,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5411//,,J,13,J,30,H,117,10,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,54111/,,J,13,J,30,H,117,10,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541110,,J,13,J,30,H,117,10,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5412//,,J,19,G,70,G,237,11,11,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,54121/,,J,19,G,70,G,237,11,11,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541211,,J,15,G,61,G,214,8,8,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541219,A,S,0,S,0,S,0,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5413//,,J,9,H,49,H,183,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,54138/,,G,6,H,32,G,110,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,541380,,G,6,H,32,G,110,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5416//,,J,16,H,155,J,810,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,54161/,,J,13,J,147,J,784,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,56----,,J,210,J,556,H,2002,11,8,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,561///,,J,210,J,556,H,2002,11,8,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5616//,A,S,0,S,0,S,0,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,5617//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,61----,,J,70,H,202,H,650,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,611///,,J,70,H,202,H,650,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6115//,,H,29,G,76,G,271,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,61151/,,H,29,G,76,G,271,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62----,,G,359,G,1338,G,5127,73,58,8,3,4,N,N,N,N,N,N,N,N,N,6,3
72,3,621///,,G,287,G,1121,G,4078,64,52,8,N,3,N,N,N,N,N,N,N,N,N,6,3
72,3,6211//,,G,117,G,462,G,1696,34,30,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62111/,,G,117,G,462,G,1696,34,30,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621111,,G,115,G,453,G,1656,32,28,3,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6212//,,J,31,H,97,G,279,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62121/,,J,31,H,97,G,279,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621210,,J,31,H,97,G,279,8,6,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6213//,,J,45,H,215,H,800,12,10,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62132/,,J,16,J,85,J,355,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621320,,J,16,J,85,J,355,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62134/,,J,17,G,72,G,238,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621340,,J,17,G,72,G,238,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6215//,,J,55,J,135,H,536,7,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62151/,,J,55,J,135,H,536,7,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,621511,,J,50,H,117,H,460,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,623///,,H,27,G,108,H,609,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,6233//,,J,11,H,27,H,111,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,62331/,,J,11,H,27,H,111,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,623312,,J,11,H,27,H,111,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,624///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,71----,,J,18,J,37,J,147,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,713///,,G,15,J,28,H,110,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,7139//,,J,13,J,24,J,94,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,71394/,,J,13,J,24,J,94,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,713940,,J,13,J,24,J,94,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,72----,,G,366,G,811,G,3220,65,40,13,9,3,N,N,N,N,N,N,N,N,N,6,3
72,3,722///,,G,360,G,795,G,3189,63,38,13,9,3,N,N,N,N,N,N,N,N,N,6,3
72,3,7225//,,G,357,G,788,G,3162,59,34,13,9,3,N,N,N,N,N,N,N,N,N,6,3
72,3,72251/,,G,357,G,788,G,3162,59,34,13,9,3,N,N,N,N,N,N,N,N,N,6,3
72,3,722511,,G,121,H,245,G,888,24,14,5,5,N,N,N,N,N,N,N,N,N,N,6,3
72,3,722513,,G,198,G,462,G,1925,23,10,6,4,3,N,N,N,N,N,N,N,N,N,6,3
72,3,722514,,H,29,H,46,G,192,10,9,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81----,,H,70,G,261,G,1138,30,24,6,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,811///,,G,33,H,113,H,488,14,12,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,8111//,,H,23,G,47,G,239,10,9,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81111/,,J,13,H,27,G,104,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81112/,,G,4,J,9,H,39,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,811121,,G,4,J,9,H,39,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81119/,,G,6,J,11,G,96,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,812///,,J,19,G,56,H,237,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,8122//,,J,9,J,41,J,184,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,8123//,,J,10,J,15,J,49,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,813///,,J,18,H,92,H,413,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,8131//,,G,11,G,30,G,148,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81311/,,G,11,G,30,G,148,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,813110,,G,11,G,30,G,148,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,8139//,,J,7,H,62,H,265,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,81399/,A,S,0,S,0,S,0,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,3,813990,A,S,0,S,0,S,0,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,3
72,5,------,,G,13765,G,90861,G,353240,840,450,168,104,72,20,18,4,4,N,N,N,N,N,6,5
72,5,23----,,G,81,G,316,G,1348,13,7,3,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,236///,,J,23,G,57,G,388,6,3,3,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,2361//,,J,23,G,57,G,388,6,3,3,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,23611/,,J,23,G,57,G,388,6,3,3,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,236118,,J,16,G,42,G,293,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,238///,,H,58,G,259,G,960,7,4,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,2382//,,J,45,H,224,H,868,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,23821/,,J,45,H,224,H,868,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,238210,,J,45,H,224,H,868,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,31----,,G,1689,H,17792,H,56875,39,22,6,N,3,N,3,N,N,N,N,N,N,N,6,5
72,5,311///,,J,343,J,2198,J,8459,16,9,3,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,3118//,,J,96,J,209,H,718,14,9,3,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,31181/,,J,96,J,209,H,718,14,9,3,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,311811,,J,76,J,169,H,569,10,6,3,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,311812,,J,20,J,40,J,149,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,332///,A,S,0,S,0,S,0,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,333///,A,S,0,S,0,S,0,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,3334//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,33341/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,333415,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,337///,,G,11,H,27,J,80,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,3371//,,G,11,H,27,J,80,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,339///,,H,427,H,6903,G,10053,6,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
72,5,3391//,,H,421,H,6877,G,9923,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5
