"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALRIO Total Municipio Primr Trimestre 2022","Promedio"
"Naguabo","103","Servicios Adm. y Desperdicios Sólidos    ","56","12","  34 ","  168,966 ","  4,921 "
"Naguabo","103","Servicios Educativos                     ","61","1","271","1778275 ","6570 "
"Naguabo","103","Servicios de Salud y Asistencia Social   ","62","21","  96 ","  570,477 ","  5,963 "
"Naguabo","103","Arte, Entretenimiento y Recreación       ","71","2","*","*","*"
"Naguabo","103","Alojamiento y Servicios de Alimentos     ","72","24","  145 ","  650,770 ","  4,478 "
"Naguabo","103","Otros Servicios Excepto Adm. Pública     ","81","5","  9 ","  49,506 ","  5,501 "
"Naguabo","103","Administración Pública                   ","92","9","267","1388629 ","5194 "
"Naguabo","103","Otros (Establecimientos no Clasificados) ","99","3","  22 ","  78,725 ","  3,633 "
"Naranjito","105","Total Municipio Primer Trimestre 2022 ","","326","  3,568 ","  20,402,227 ","  5,719 "
"Naranjito","105","Agricultura, Bosque, Pesca y Caza        ","11","12","  22 ","  56,315 ","  2,522 "
"Naranjito","105","Mineria                                  ","21","0","0","0","0"
"Naranjito","105","Electricidad, Agua y Gas                 ","22","3","  11 ","  112,999 ","  10,273 "
"Naranjito","105","Construcción                             ","23","57","  668 ","  3,713,751 ","  5,557 "
"Naranjito","105","Manufactura                              ","31-33","15","  91 ","  400,007 ","  4,396 "
"Naranjito","105","Alimentos                                ","311","5","  40 ","  124,287 ","  3,107 "
"Naranjito","105","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Naranjito","105","Textiles                                 ","313","0","0","0","0"
"Naranjito","105","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Naranjito","105","Ropa                                     ","315","0","0","0","0"
"Naranjito","105","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Naranjito","105","Productos de Madera                      ","321","0","0","0","0"
"Naranjito","105","Papel                                    ","322","0","0","0","0"
"Naranjito","105","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Naranjito","105","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Naranjito","105","Productos Químicos                       ","325","1","*","*","*"
"Naranjito","105","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Naranjito","105","Productos Minerales no Metálicos         ","327","1","*","*","*"
"Naranjito","105","Industrias de Materiales Primarios       ","331","1","*","*","*"
"Naranjito","105","Productos de Metal                       ","332","3","  19 ","  118,541 ","  6,131 "
"Naranjito","105","Maquinaria                               ","333","0","0","0","0"
"Naranjito","105","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Naranjito","105","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Naranjito","105","Equipo de Transportación                 ","336","1","*","*","*"
"Naranjito","105","Muebles y Productos Relacionados         ","337","2","*","*","*"
"Naranjito","105","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"Naranjito","105","Comercio al por Mayor                    ","42","8","  56 ","  361,923 ","  6,463 "
"Naranjito","105","Comercio al Detal                        ","44-45","79","  642 ","  3,064,832 ","  4,771 "
"Naranjito","105","Transportación y Almacenamiento           ","48-49","12","  49 ","  236,649 ","  4,830 "
"Naranjito","105","Información                              ","51","2","*","*","*"
"Naranjito","105","Finanzas y Seguros                       ","52","5","  48 ","  340,805 ","  7,100 "
"Naranjito","105","Bienes Raíces, Renta o Arrendamiento     ","53","4","*","*","*"
"Naranjito","105","Servicios Profesionales y Técnicos       ","54","15","  40 ","  264,157 ","  6,604 "
"Naranjito","105","Gerencia de Companías y Empresas         ","55","1","*","*","*"
"Naranjito","105","Servicios Adm. y Desperdicios Sólidos    ","56","8","  116 ","  357,729 ","  3,084 "
"Naranjito","105","Servicios Educativos                     ","61","2","546","3520143 ","6443 "
"Naranjito","105","Servicios de Salud y Asistencia Social   ","62","45","  414 ","  3,030,147 ","  7,325 "
"Naranjito","105","Arte, Entretenimiento y Recreación       ","71","1","*","*","*"
"Naranjito","105","Alojamiento y Servicios de Alimentos     ","72","27","  266 ","  972,221 ","  3,655 "
"Naranjito","105","Otros Servicios Excepto Adm. Pública     ","81","17","  51 ","  276,514 ","  5,458 "
"Naranjito","105","Administración Pública                   ","92","10","360","1858003 ","5166 "
"Naranjito","105","Otros (Establecimientos no Clasificados) ","99","3","  3 ","  18,158 ","  5,447 "
"Orocovis","107","Total Municipio Primer Trimestre 2022 ","","215","  3,503 ","  15,985,158 ","  4,563 "
"Orocovis","107","Agricultura, Bosque, Pesca y Caza        ","11","17","  49 ","  93,628 ","  1,924 "
"Orocovis","107","Mineria                                  ","21","0","0","0","0"
"Orocovis","107","Electricidad, Agua y Gas                 ","22","1","*","*","*"
"Orocovis","107","Construcción                             ","23","28","  231 ","  1,132,311 ","  4,902 "
"Orocovis","107","Manufactura                              ","31-33","14","*","*","*"
"Orocovis","107","Alimentos                                ","311","5","*","*","*"
"Orocovis","107","Productos de Tabaco y Bebidas            ","312","1","*","*","*"
"Orocovis","107","Textiles                                 ","313","0","0","0","0"
"Orocovis","107","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Orocovis","107","Ropa                                     ","315","2","*","*","*"
"Orocovis","107","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Orocovis","107","Productos de Madera                      ","321","0","0","0","0"
"Orocovis","107","Papel                                    ","322","0","0","0","0"
"Orocovis","107","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Orocovis","107","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Orocovis","107","Productos Químicos                       ","325","0","0","0","0"
"Orocovis","107","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Orocovis","107","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Orocovis","107","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Orocovis","107","Productos de Metal                       ","332","4","  21 ","  69,505 ","  3,258 "
"Orocovis","107","Maquinaria                               ","333","1","*","*","*"
"Orocovis","107","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Orocovis","107","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Orocovis","107","Equipo de Transportación                 ","336","0","0","0","0"
"Orocovis","107","Muebles y Productos Relacionados         ","337","1","*","*","*"
"Orocovis","107","Industrias Manufactureras Misceláneas    ","339","0","0","0","0"
"Orocovis","107","Comercio al por Mayor                    ","42","5","  32 ","  106,129 ","  3,282 "
"Orocovis","107","Comercio al Detal                        ","44-45","49","  353 ","  1,195,804 ","  3,391 "
"Orocovis","107","Transportación y Almacenamiento           ","48-49","4","  11 ","  131,971 ","  11,645 "
"Orocovis","107","Información                              ","51","3","  7 ","  47,625 ","  6,804 "
"Orocovis","107","Finanzas y Seguros                       ","52","1","*","*","*"
"Orocovis","107","Bienes Raíces, Renta o Arrendamiento     ","53","5","  24 ","  51,878 ","  2,162 "
"Orocovis","107","Servicios Profesionales y Técnicos       ","54","10","  22 ","  127,089 ","  5,777 "
"Orocovis","107","Gerencia de Companías y Empresas         ","55","1","*","*","*"
"Orocovis","107","Servicios Adm. y Desperdicios Sólidos    ","56","2","*","*","*"
"Orocovis","107","Servicios Educativos                     ","61","2","397","2614262 ","6591 "
"Orocovis","107","Servicios de Salud y Asistencia Social   ","62","25","  237 ","  1,370,710 ","  5,784 "
"Orocovis","107","Arte, Entretenimiento y Recreación       ","71","1","*","*","*"
"Orocovis","107","Alojamiento y Servicios de Alimentos     ","72","25","  195 ","  622,472 ","  3,192 "
"Orocovis","107","Otros Servicios Excepto Adm. Pública     ","81","10","  19 ","  60,698 ","  3,140 "
"Orocovis","107","Administración Pública                   ","92","11","649","3122453 ","4809 "
"Orocovis","107","Otros (Establecimientos no Clasificados) ","99","1","*","*","*"
"Patillas","109","Total Municipio Primer Trimestre 2022 ","","111","  1,564 ","  8,556,115 ","  5,471 "
"Patillas","109","Agricultura, Bosque, Pesca y Caza        ","11","6","  17 ","  48,474 ","  2,851 "
"Patillas","109","Mineria                                  ","21","0","0","0","0"
"Patillas","109","Electricidad, Agua y Gas                 ","22","1","*","*","*"
"Patillas","109","Construcción                             ","23","2","*","*","*"
"Patillas","109","Manufactura                              ","31-33","6","  114 ","  475,281 ","  4,169 "
"Patillas","109","Alimentos                                ","311","2","*","*","*"
"Patillas","109","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Patillas","109","Textiles                                 ","313","0","0","0","0"
"Patillas","109","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Patillas","109","Ropa                                     ","315","0","0","0","0"
"Patillas","109","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Patillas","109","Productos de Madera                      ","321","0","0","0","0"
"Patillas","109","Papel                                    ","322","0","0","0","0"
"Patillas","109","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Patillas","109","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Patillas","109","Productos Químicos                       ","325","0","0","0","0"
"Patillas","109","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Patillas","109","Productos Minerales no Metálicos         ","327","1","*","*","*"
"Patillas","109","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Patillas","109","Productos de Metal                       ","332","2","*","*","*"
"Patillas","109","Maquinaria                               ","333","1","*","*","*"
"Patillas","109","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Patillas","109","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Patillas","109","Equipo de Transportación                 ","336","0","0","0","0"
"Patillas","109","Muebles y Productos Relacionados         ","337","0","0","0","0"
"Patillas","109","Industrias Manufactureras Misceláneas    ","339","0","0","0","0"
"Patillas","109","Comercio al por Mayor                    ","42","1","*","*","*"
"Patillas","109","Comercio al Detal                        ","44-45","23","  166 ","  727,543 ","  4,392 "
"Patillas","109","Transportación y Almacenamiento           ","48-49","4","  57 ","  272,803 ","  4,814 "
"Patillas","109","Información                              ","51","1","*","*","*"
"Patillas","109","Finanzas y Seguros                       ","52","4","  54 ","  595,868 ","  11,035 "
"Patillas","109","Bienes Raíces, Renta o Arrendamiento     ","53","3","  10 ","  28,181 ","  2,727 "
"Patillas","109","Servicios Profesionales y Técnicos       ","54","4","  4 ","  43,802 ","  10,951 "
"Patillas","109","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Patillas","109","Servicios Adm. y Desperdicios Sólidos    ","56","5","*","*","*"
"Patillas","109","Servicios Educativos                     ","61","1","221","1453987 ","6589 "
"Patillas","109","Servicios de Salud y Asistencia Social   ","62","13","  274 ","  2,010,494 ","  7,338 "
"Patillas","109","Arte, Entretenimiento y Recreación       ","71","0","0","0","0"
"Patillas","109","Alojamiento y Servicios de Alimentos     ","72","18","  128 ","  430,660 ","  3,356 "
"Patillas","109","Otros Servicios Excepto Adm. Pública     ","81","8","  32 ","  367,692 ","  11,611 "
"Patillas","109","Administración Pública                   ","92","10","384","1675325 ","4363 "
"Patillas","109","Otros (Establecimientos no Clasificados) ","99","1","*","*","*"
"Peñuelas","111","Total Municipio Primer Trimestre 2022 ","","176","  2,553 ","  15,731,784 ","  6,161 "
"Peñuelas","111","Agricultura, Bosque, Pesca y Caza        ","11","6","  12 ","  34,101 ","  2,765 "
"Peñuelas","111","Mineria                                  ","21","1","*","*","*"
"Peñuelas","111","Electricidad, Agua y Gas                 ","22","1","*","*","*"
"Peñuelas","111","Construcción                             ","23","15","  218 ","  1,162,620 ","  5,341 "
"Peñuelas","111","Manufactura                              ","31-33","9","  122 ","  823,626 ","  6,733 "
"Peñuelas","111","Alimentos                                ","311","3","  22 ","  60,121 ","  2,692 "
"Peñuelas","111","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Peñuelas","111","Textiles                                 ","313","0","0","0","0"
