MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Cuarto Trimestre 2021 , Promedio 
Cayey,35,Gerencia de Companías y Empresas         ,55,2,*,*,*
Cayey,35,Servicios Adm. y Desperdicios Sólidos    ,56,11,70,356850,5074
Cayey,35,Servicios Educativos                     ,61,8," 1,255 "," 10,576,561 "," 8,428 "
Cayey,35,Servicios de Salud y Asistencia Social   ,62,103,1765,15697944,8894
Cayey,35,"Arte, Entretenimiento y Recreación       ",71,10,31,300245,9582
Cayey,35,Alojamiento y Servicios de Alimentos     ,72,50,719,2743895,3818
Cayey,35,Otros Servicios Excepto Adm. Pública     ,81,29,129,643313,4974
Cayey,35,Administración Pública                   ,92,13, 794 ," 6,182,064 "," 7,789 "
Cayey,35,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Ceiba,37,Total Municipio Cuarto Trimestre 2021 ,,105,1515,9072640,5989
Ceiba,37,"Agricultura, Bosque, Pesca y Caza        ",11,2,*,*,*
Ceiba,37,Mineria                                  ,21,0,0,0,0
Ceiba,37,"Electricidad, Agua y Gas                 ",22,0,0,0,0
Ceiba,37,Construcción                             ,23,7,105,258886,2466
Ceiba,37,Manufactura                              ,31-33,9,308,2014828,6549
Ceiba,37,Alimentos                                ,311,1,*,*,*
Ceiba,37,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Ceiba,37,Textiles                                 ,313,0,0,0,0
Ceiba,37,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Ceiba,37,Ropa                                     ,315,0,0,0,0
Ceiba,37,Cuero y Productos Relacionados           ,316,0,0,0,0
Ceiba,37,Productos de Madera                      ,321,0,0,0,0
Ceiba,37,Papel                                    ,322,0,0,0,0
Ceiba,37,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Ceiba,37,Productos de Petróleo y Carbón           ,324,0,0,0,0
Ceiba,37,Productos Químicos                       ,325,1,*,*,*
Ceiba,37,Productos de Goma y Plásticos            ,326,0,0,0,0
Ceiba,37,Productos Minerales no Metálicos         ,327,1,*,*,*
Ceiba,37,Industrias de Materiales Primarios       ,331,0,0,0,0
Ceiba,37,Productos de Metal                       ,332,3,52,371861,7151
Ceiba,37,Maquinaria                               ,333,1,*,*,*
Ceiba,37,Computadora y Productos Electrónicos    ,334,0,0,0,0
Ceiba,37,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Ceiba,37,Equipo de Transportación                 ,336,1,*,*,*
Ceiba,37,Muebles y Productos Relacionados         ,337,0,0,0,0
Ceiba,37,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Ceiba,37,Comercio al por Mayor                    ,42,6,42,244861,5784
Ceiba,37,Comercio al Detal                        ,44-45,14,102,595121,5816
Ceiba,37,Transportación y Almacenamiento           ,48-49,3,48,463441,9723
Ceiba,37,Información                              ,51,0,0,0,0
Ceiba,37,Finanzas y Seguros                       ,52,4,21,178092,8481
Ceiba,37,"Bienes Raíces, Renta o Arrendamiento     ",53,4,10,38370,3837
Ceiba,37,Servicios Profesionales y Técnicos       ,54,9,21,295197,14057
Ceiba,37,Gerencia de Companías y Empresas         ,55,0,0,0,0
Ceiba,37,Servicios Adm. y Desperdicios Sólidos    ,56,6,74,352329,4740
Ceiba,37,Servicios Educativos                     ,61,5, 254 ," 1,739,669 "," 6,858 "
Ceiba,37,Servicios de Salud y Asistencia Social   ,62,15,58,302468,5245
Ceiba,37,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Ceiba,37,Alojamiento y Servicios de Alimentos     ,72,6,69,238038,3450
Ceiba,37,Otros Servicios Excepto Adm. Pública     ,81,6,14,73293,5235
Ceiba,37,Administración Pública                   ,92,9, 387 ," 2,275,445 "," 5,875 "
Ceiba,37,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Ciales,39,Total Municipio Cuarto Trimestre 2021 ,,148,1743,10497202,6021
Ciales,39,"Agricultura, Bosque, Pesca y Caza        ",11,23,66,160766,2424
Ciales,39,Mineria                                  ,21,1,*,*,*
Ciales,39,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Ciales,39,Construcción                             ,23,12,97,503028,5186
Ciales,39,Manufactura                              ,31-33,10,115,709062,6184
Ciales,39,Alimentos                                ,311,5,56,316133,5679
Ciales,39,Productos de Tabaco y Bebidas            ,312,1,*,*,*
Ciales,39,Textiles                                 ,313,0,0,0,0
Ciales,39,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Ciales,39,Ropa                                     ,315,0,0,0,0
Ciales,39,Cuero y Productos Relacionados           ,316,0,0,0,0
Ciales,39,Productos de Madera                      ,321,0,0,0,0
Ciales,39,Papel                                    ,322,0,0,0,0
Ciales,39,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Ciales,39,Productos de Petróleo y Carbón           ,324,0,0,0,0
Ciales,39,Productos Químicos                       ,325,1,*,*,*
Ciales,39,Productos de Goma y Plásticos            ,326,2,*,*,*
Ciales,39,Productos Minerales no Metálicos         ,327,0,0,0,0
Ciales,39,Industrias de Materiales Primarios       ,331,0,0,0,0
Ciales,39,Productos de Metal                       ,332,0,0,0,0
Ciales,39,Maquinaria                               ,333,0,0,0,0
Ciales,39,Computadora y Productos Electrónicos    ,334,0,0,0,0
Ciales,39,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Ciales,39,Equipo de Transportación                 ,336,0,0,0,0
Ciales,39,Muebles y Productos Relacionados         ,337,0,0,0,0
Ciales,39,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Ciales,39,Comercio al por Mayor                    ,42,4,16,123854,7741
Ciales,39,Comercio al Detal                        ,44-45,30,224,902600,4023
Ciales,39,Transportación y Almacenamiento           ,48-49,2,*,*,*
Ciales,39,Información                              ,51,0,0,0,0
Ciales,39,Finanzas y Seguros                       ,52,2,*,*,*
Ciales,39,"Bienes Raíces, Renta o Arrendamiento     ",53,2,*,*,*
Ciales,39,Servicios Profesionales y Técnicos       ,54,9,38,310225,8164
Ciales,39,Gerencia de Companías y Empresas         ,55,0,0,0,0
Ciales,39,Servicios Adm. y Desperdicios Sólidos    ,56,3,10,31956,3196
Ciales,39,Servicios Educativos                     ,61,2, 277 ," 2,047,880 "," 7,393 "
Ciales,39,Servicios de Salud y Asistencia Social   ,62,16,265,2073094,7813
Ciales,39,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Ciales,39,Alojamiento y Servicios de Alimentos     ,72,15,151,516696,3414
Ciales,39,Otros Servicios Excepto Adm. Pública     ,81,7,15,52436,3496
Ciales,39,Administración Pública                   ,92,9, 367 ," 2,307,595 "," 6,282 "
Ciales,39,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Cidra,41,Total Municipio Cuarto Trimestre 2021 ,,390,6262,46781010,7470
Cidra,41,"Agricultura, Bosque, Pesca y Caza        ",11,13,25,82567,3303
Cidra,41,Mineria                                  ,21,0,0,0,0
Cidra,41,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Cidra,41,Construcción                             ,23,19,97,559345,5786
Cidra,41,Manufactura                              ,31-33,30,1222,12924679,10574
Cidra,41,Alimentos                                ,311,5,*,*,*
Cidra,41,Productos de Tabaco y Bebidas            ,312,3,45,337917,7454
Cidra,41,Textiles                                 ,313,0,0,0,0
Cidra,41,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Cidra,41,Ropa                                     ,315,2,*,*,*
Cidra,41,Cuero y Productos Relacionados           ,316,0,0,0,0
Cidra,41,Productos de Madera                      ,321,0,0,0,0
Cidra,41,Papel                                    ,322,0,0,0,0
Cidra,41,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Cidra,41,Productos de Petróleo y Carbón           ,324,0,0,0,0
Cidra,41,Productos Químicos                       ,325,2,*,*,*
Cidra,41,Productos de Goma y Plásticos            ,326,2,*,*,*
Cidra,41,Productos Minerales no Metálicos         ,327,0,0,0,0
Cidra,41,Industrias de Materiales Primarios       ,331,1,*,*,*
Cidra,41,Productos de Metal                       ,332,6,135,1274004,9437
Cidra,41,Maquinaria                               ,333,2,*,*,*
Cidra,41,Computadora y Productos Electrónicos    ,334,0,0,0,0
Cidra,41,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Cidra,41,Equipo de Transportación                 ,336,0,0,0,0
Cidra,41,Muebles y Productos Relacionados         ,337,4,11,41867,3806
Cidra,41,Industrias Manufactureras Misceláneas    ,339,2,*,*,*
Cidra,41,Comercio al por Mayor                    ,42,9,66,727785,10972
Cidra,41,Comercio al Detal                        ,44-45,87,1031,6250054,6060
Cidra,41,Transportación y Almacenamiento           ,48-49,20,137,1127008,8246
Cidra,41,Información                              ,51,6,71,586490,8299
Cidra,41,Finanzas y Seguros                       ,52,7,53,469674,8862
Cidra,41,"Bienes Raíces, Renta o Arrendamiento     ",53,11,53,275197,5192
Cidra,41,Servicios Profesionales y Técnicos       ,54,20,47,395124,8407
Cidra,41,Gerencia de Companías y Empresas         ,55,2,*,*,*
Cidra,41,Servicios Adm. y Desperdicios Sólidos    ,56,15,382,2061607,5397
Cidra,41,Servicios Educativos                     ,61,5, 620 ," 4,539,393 "," 7,318 "
Cidra,41,Servicios de Salud y Asistencia Social   ,62,63,884,7659440,8665
Cidra,41,"Arte, Entretenimiento y Recreación       ",71,2,*,*,*
Cidra,41,Alojamiento y Servicios de Alimentos     ,72,49,747,2849951,3817
Cidra,41,Otros Servicios Excepto Adm. Pública     ,81,19,185,1219235,6590
Cidra,41,Administración Pública                   ,92,11, 505 ," 3,427,838 "," 6,783 "
Cidra,41,Otros (Establecimientos no Clasificados) ,99,1,*,*,*
Coamo,43,Total Municipio Cuarto Trimestre 2021 ,,309,3744,22772655,6082
Coamo,43,"Agricultura, Bosque, Pesca y Caza        ",11,31,185,741508,4015
Coamo,43,Mineria                                  ,21,0,0,0,0
Coamo,43,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Coamo,43,Construcción                             ,23,12,110,627727,5724
Coamo,43,Manufactura                              ,31-33,24,592,4357436,7361
Coamo,43,Alimentos                                ,311,8,200,784168,3914
Coamo,43,Productos de Tabaco y Bebidas            ,312,2,*,*,*
Coamo,43,Textiles                                 ,313,0,0,0,0
Coamo,43,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Coamo,43,Ropa                                     ,315,1,*,*,*
Coamo,43,Cuero y Productos Relacionados           ,316,0,0,0,0
Coamo,43,Productos de Madera                      ,321,0,0,0,0
Coamo,43,Papel                                    ,322,0,0,0,0
Coamo,43,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Coamo,43,Productos de Petróleo y Carbón           ,324,0,0,0,0
Coamo,43,Productos Químicos                       ,325,1,*,*,*
Coamo,43,Productos de Goma y Plásticos            ,326,0,0,0,0
Coamo,43,Productos Minerales no Metálicos         ,327,2,*,*,*
Coamo,43,Industrias de Materiales Primarios       ,331,0,0,0,0
Coamo,43,Productos de Metal                       ,332,2,*,*,*
Coamo,43,Maquinaria                               ,333,0,0,0,0
Coamo,43,Computadora y Productos Electrónicos    ,334,0,0,0,0
Coamo,43,Equipo y Aparatos Eléctricos             ,335,1,*,*,*
Coamo,43,Equipo de Transportación                 ,336,0,0,0,0
Coamo,43,Muebles y Productos Relacionados         ,337,4,*,*,*
Coamo,43,Industrias Manufactureras Misceláneas    ,339,2,*,*,*
Coamo,43,Comercio al por Mayor                    ,42,4,15,108817,7254
Coamo,43,Comercio al Detal                        ,44-45,73,646,3387551,5247
Coamo,43,Transportación y Almacenamiento           ,48-49,4,26,412876,15679
Coamo,43,Información                              ,51,5,18,73636,4017
Coamo,43,Finanzas y Seguros                       ,52,10,130,1292178,9914
Coamo,43,"Bienes Raíces, Renta o Arrendamiento     ",53,3,12,61992,5026
Coamo,43,Servicios Profesionales y Técnicos       ,54,18,49,428126,8737
Coamo,43,Gerencia de Companías y Empresas         ,55,0,0,0,0
Coamo,43,Servicios Adm. y Desperdicios Sólidos    ,56,10,89,427034,4780
Coamo,43,Servicios Educativos                     ,61,5, 648 ," 4,617,594 "," 7,122 "
Coamo,43,Servicios de Salud y Asistencia Social   ,62,43,284,1766124,6211
Coamo,43,"Arte, Entretenimiento y Recreación       ",71,3,4,30451,7613
Coamo,43,Alojamiento y Servicios de Alimentos     ,72,39,398,1103470,2773
Coamo,43,Otros Servicios Excepto Adm. Pública     ,81,10,21,113696,5330
Coamo,43,Administración Pública                   ,92,14, 422 ," 2,453,440 "," 5,818 "
Coamo,43,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Comerío,45,Total Municipio Cuarto Trimestre 2021 ,,138,1756,10601375,6037
Comerío,45,"Agricultura, Bosque, Pesca y Caza        ",11,23,64,201939,3155
Comerío,45,Mineria                                  ,21,0,0,0,0
Comerío,45,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Comerío,45,Construcción                             ,23,8,51,409327,8026
Comerío,45,Manufactura                              ,31-33,5,31,108544,3501
Comerío,45,Alimentos                                ,311,1,*,*,*
Comerío,45,Productos de Tabaco y Bebidas            ,312,2,*,*,*
Comerío,45,Textiles                                 ,313,0,0,0,0
Comerío,45,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Comerío,45,Ropa                                     ,315,1,*,*,*
Comerío,45,Cuero y Productos Relacionados           ,316,0,0,0,0
Comerío,45,Productos de Madera                      ,321,0,0,0,0
Comerío,45,Papel                                    ,322,0,0,0,0
Comerío,45,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Comerío,45,Productos de Petróleo y Carbón           ,324,0,0,0,0
Comerío,45,Productos Químicos                       ,325,0,0,0,0
Comerío,45,Productos de Goma y Plásticos            ,326,0,0,0,0
Comerío,45,Productos Minerales no Metálicos         ,327,0,0,0,0
Comerío,45,Industrias de Materiales Primarios       ,331,0,0,0,0
Comerío,45,Productos de Metal                       ,332,0,0,0,0
Comerío,45,Maquinaria                               ,333,0,0,0,0
Comerío,45,Computadora y Productos Electrónicos    ,334,0,0,0,0
Comerío,45,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Comerío,45,Equipo de Transportación                 ,336,0,0,0,0
Comerío,45,Muebles y Productos Relacionados         ,337,1,*,*,*
Comerío,45,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Comerío,45,Comercio al por Mayor                    ,42,5,68,235520,3447
Comerío,45,Comercio al Detal                        ,44-45,32,366,2011162,5500
Comerío,45,Transportación y Almacenamiento           ,48-49,9,86,586162,6816
Comerío,45,Información                              ,51,0,0,0,0
Comerío,45,Finanzas y Seguros                       ,52,3,41,277177,6816
Comerío,45,"Bienes Raíces, Renta o Arrendamiento     ",53,2,*,*,*
Comerío,45,Servicios Profesionales y Técnicos       ,54,2,*,*,*
Comerío,45,Gerencia de Companías y Empresas         ,55,0,0,0,0
Comerío,45,Servicios Adm. y Desperdicios Sólidos    ,56,3,24,118841,4884
Comerío,45,Servicios Educativos                     ,61,2, 380 ," 2,735,468 "," 7,199 "
Comerío,45,Servicios de Salud y Asistencia Social   ,62,18,187,1502498,8049
Comerío,45,"Arte, Entretenimiento y Recreación       ",71,2,*,*,*
Comerío,45,Alojamiento y Servicios de Alimentos     ,72,9,40,150196,3724
Comerío,45,Otros Servicios Excepto Adm. Pública     ,81,4,8,30943,3713
Comerío,45,Administración Pública                   ,92,10, 371 ," 1,921,326 "," 5,179 "
Comerío,45,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Corozal,47,Total Municipio Cuarto Trimestre 2021 ,,331,3789,22530752,5946
Corozal,47,"Agricultura, Bosque, Pesca y Caza        ",11,28,94,308132,3278
Corozal,47,Mineria                                  ,21,0,0,0,0
Corozal,47,"Electricidad, Agua y Gas                 ",22,2,*,*,*
Corozal,47,Construcción                             ,23,26,127,728261,5734
Corozal,47,Manufactura                              ,31-33,20,762,3571775,4689
Corozal,47,Alimentos                                ,311,5,15,53592,3573
Corozal,47,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Corozal,47,Textiles                                 ,313,0,0,0,0
Corozal,47,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Corozal,47,Ropa                                     ,315,3,*,*,*
Corozal,47,Cuero y Productos Relacionados           ,316,0,0,0,0
Corozal,47,Productos de Madera                      ,321,0,0,0,0
Corozal,47,Papel                                    ,322,1,*,*,*
Corozal,47,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Corozal,47,Productos de Petróleo y Carbón           ,324,0,0,0,0
Corozal,47,Productos Químicos                       ,325,0,0,0,0
Corozal,47,Productos de Goma y Plásticos            ,326,1,*,*,*
Corozal,47,Productos Minerales no Metálicos         ,327,3,*,*,*
Corozal,47,Industrias de Materiales Primarios       ,331,0,0,0,0
Corozal,47,Productos de Metal                       ,332,2,*,*,*
Corozal,47,Maquinaria                               ,333,0,0,0,0
Corozal,47,Computadora y Productos Electrónicos    ,334,0,0,0,0
Corozal,47,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Corozal,47,Equipo de Transportación                 ,336,2,*,*,*
Corozal,47,Muebles y Productos Relacionados         ,337,3,7,45041,6434
Corozal,47,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Corozal,47,Comercio al por Mayor                    ,42,11,60,330365,5476
Corozal,47,Comercio al Detal                        ,44-45,80,632,3095183,4900
Corozal,47,Transportación y Almacenamiento           ,48-49,14,203,1242238,6119
Corozal,47,Información                              ,51,1,*,*,*
Corozal,47,Finanzas y Seguros                       ,52,4,74,598882,8057
Corozal,47,"Bienes Raíces, Renta o Arrendamiento     ",53,7,15,100134,6827
Corozal,47,Servicios Profesionales y Técnicos       ,54,17,50,347948,6913
Corozal,47,Gerencia de Companías y Empresas         ,55,0,0,0,0
Corozal,47,Servicios Adm. y Desperdicios Sólidos    ,56,8,87,329842,3777
Corozal,47,Servicios Educativos                     ,61,2, 502 ," 3,877,455 "," 7,724 "
Corozal,47,Servicios de Salud y Asistencia Social   ,62,56,485,3000344,6182
Corozal,47,"Arte, Entretenimiento y Recreación       ",71,1,*,*,*
Corozal,47,Alojamiento y Servicios de Alimentos     ,72,33,264,848100,3217
Corozal,47,Otros Servicios Excepto Adm. Pública     ,81,12,39,233733,5942
Corozal,47,Administración Pública                   ,92,9, 369 ," 3,732,938 "," 10,126 "
Corozal,47,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Culebra,49,Total Municipio Cuarto Trimestre 2021 ,,58,431,2488876,5775
Culebra,49,"Agricultura, Bosque, Pesca y Caza        ",11,1,*,*,*
Culebra,49,Mineria                                  ,21,0,0,0,0
Culebra,49,"Electricidad, Agua y Gas                 ",22,2,*,*,*
Culebra,49,Construcción                             ,23,1,*,*,*
Culebra,49,Manufactura                              ,31-33,0,0,0,0
Culebra,49,Alimentos                                ,311,0,0,0,0
Culebra,49,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Culebra,49,Textiles                                 ,313,0,0,0,0
Culebra,49,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Culebra,49,Ropa                                     ,315,0,0,0,0
Culebra,49,Cuero y Productos Relacionados           ,316,0,0,0,0
Culebra,49,Productos de Madera                      ,321,0,0,0,0
Culebra,49,Papel                                    ,322,0,0,0,0
Culebra,49,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Culebra,49,Productos de Petróleo y Carbón           ,324,0,0,0,0
Culebra,49,Productos Químicos                       ,325,0,0,0,0
Culebra,49,Productos de Goma y Plásticos            ,326,0,0,0,0
Culebra,49,Productos Minerales no Metálicos         ,327,0,0,0,0
Culebra,49,Industrias de Materiales Primarios       ,331,0,0,0,0
Culebra,49,Productos de Metal                       ,332,0,0,0,0
Culebra,49,Maquinaria                               ,333,0,0,0,0
Culebra,49,Computadora y Productos Electrónicos    ,334,0,0,0,0
Culebra,49,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Culebra,49,Equipo de Transportación                 ,336,0,0,0,0
Culebra,49,Muebles y Productos Relacionados         ,337,0,0,0,0
Culebra,49,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Culebra,49,Comercio al por Mayor                    ,42,0,0,0,0
Culebra,49,Comercio al Detal                        ,44-45,9,25,162780,6426
Culebra,49,Transportación y Almacenamiento           ,48-49,5,15,132773,9053
Culebra,49,Información                              ,51,2,*,*,*
Culebra,49,Finanzas y Seguros                       ,52,1,*,*,*
Culebra,49,"Bienes Raíces, Renta o Arrendamiento     ",53,7,51,250935,4953
Culebra,49,Servicios Profesionales y Técnicos       ,54,3,3,29900,11213
Culebra,49,Gerencia de Companías y Empresas         ,55,0,0,0,0
Culebra,49,Servicios Adm. y Desperdicios Sólidos    ,56,1,*,*,*
Culebra,49,Servicios Educativos                     ,61,3, 31 ," 218,349 "," 7,044 "
Culebra,49,Servicios de Salud y Asistencia Social   ,62,1,*,*,*
Culebra,49,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Culebra,49,Alojamiento y Servicios de Alimentos     ,72,12,90,434971,4833
Culebra,49,Otros Servicios Excepto Adm. Pública     ,81,1,*,*,*
Culebra,49,Administración Pública                   ,92,9, 186 ," 1,051,481 "," 5,663 "
Culebra,49,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Dorado,51,Total Municipio Cuarto Trimestre 2021 ,,636,9948,87953252,8842
Dorado,51,"Agricultura, Bosque, Pesca y Caza        ",11,6,94,483782,5147
Dorado,51,Mineria                                  ,21,0,0,0,0
Dorado,51,"Electricidad, Agua y Gas                 ",22,2,*,*,*
Dorado,51,Construcción                             ,23,26,794,7660705,9648
Dorado,51,Manufactura                              ,31-33,19,1367,19090052,13962
Dorado,51,Alimentos                                ,311,4,71,271841,3847
Dorado,51,Productos de Tabaco y Bebidas            ,312,1,*,*,*
Dorado,51,Textiles                                 ,313,0,0,0,0
Dorado,51,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Dorado,51,Ropa                                     ,315,0,0,0,0
Dorado,51,Cuero y Productos Relacionados           ,316,0,0,0,0
Dorado,51,Productos de Madera                      ,321,1,*,*,*
Dorado,51,Papel                                    ,322,0,0,0,0
Dorado,51,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Dorado,51,Productos de Petróleo y Carbón           ,324,0,0,0,0
Dorado,51,Productos Químicos                       ,325,2,*,*,*
Dorado,51,Productos de Goma y Plásticos            ,326,2,*,*,*
Dorado,51,Productos Minerales no Metálicos         ,327,3,119,1689258,14235
Dorado,51,Industrias de Materiales Primarios       ,331,0,0,0,0
Dorado,51,Productos de Metal                       ,332,0,0,0,0
Dorado,51,Maquinaria                               ,333,2,*,*,*
Dorado,51,Computadora y Productos Electrónicos    ,334,1,*,*,*
Dorado,51,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Dorado,51,Equipo de Transportación                 ,336,0,0,0,0
Dorado,51,Muebles y Productos Relacionados         ,337,1,*,*,*
Dorado,51,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Dorado,51,Comercio al por Mayor                    ,42,23,844,5444246,6453
Dorado,51,Comercio al Detal                        ,44-45,86,1147,7914683,6900
Dorado,51,Transportación y Almacenamiento           ,48-49,10,85,896624,10549
Dorado,51,Información                              ,51,6,43,184346,4321
Dorado,51,Finanzas y Seguros                       ,52,34,118,2343694,19918
Dorado,51,"Bienes Raíces, Renta o Arrendamiento     ",53,25,95,1252920,13143
Dorado,51,Servicios Profesionales y Técnicos       ,54,137,564,8505008,15080
Dorado,51,Gerencia de Companías y Empresas         ,55,0,0,0,0
Dorado,51,Servicios Adm. y Desperdicios Sólidos    ,56,28,940,9539223,10152
Dorado,51,Servicios Educativos                     ,61,10, 639 ," 5,296,547 "," 8,289 "
Dorado,51,Servicios de Salud y Asistencia Social   ,62,81,346,2824051,8170
Dorado,51,"Arte, Entretenimiento y Recreación       ",71,7,64,320685,5037
Dorado,51,Alojamiento y Servicios de Alimentos     ,72,74,1886,9801298,5198
Dorado,51,Otros Servicios Excepto Adm. Pública     ,81,49,194,1403184,7233
Dorado,51,Administración Pública                   ,92,11, 722 ," 4,937,812 "," 6,836 "
Dorado,51,Otros (Establecimientos no Clasificados) ,99,2,*,*,*
Fajardo,53,Total Municipio Cuarto Trimestre 2021 ,,514,9955,80275995,8064
Fajardo,53,"Agricultura, Bosque, Pesca y Caza        ",11,6,13,19347,1527
Fajardo,53,Mineria                                  ,21,1,*,*,*
Fajardo,53,"Electricidad, Agua y Gas                 ",22,2,*,*,*
Fajardo,53,Construcción                             ,23,8,15,66855,4360
Fajardo,53,Manufactura                              ,31-33,17,1475,14151049,9596
Fajardo,53,Alimentos                                ,311,6,62,211358,3409
Fajardo,53,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Fajardo,53,Textiles                                 ,313,0,0,0,0
Fajardo,53,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Fajardo,53,Ropa                                     ,315,0,0,0,0
Fajardo,53,Cuero y Productos Relacionados           ,316,0,0,0,0
Fajardo,53,Productos de Madera                      ,321,0,0,0,0
Fajardo,53,Papel                                    ,322,0,0,0,0
Fajardo,53,Imprenta e Industrias Relacionadas       ,323,2,*,*,*
Fajardo,53,Productos de Petróleo y Carbón           ,324,0,0,0,0
Fajardo,53,Productos Químicos                       ,325,1,*,*,*
Fajardo,53,Productos de Goma y Plásticos            ,326,2,*,*,*
Fajardo,53,Productos Minerales no Metálicos         ,327,0,0,0,0
Fajardo,53,Industrias de Materiales Primarios       ,331,0,0,0,0
Fajardo,53,Productos de Metal                       ,332,1,*,*,*
Fajardo,53,Maquinaria                               ,333,2,*,*,*
Fajardo,53,Computadora y Productos Electrónicos    ,334,1,*,*,*
Fajardo,53,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Fajardo,53,Equipo de Transportación                 ,336,1,*,*,*
Fajardo,53,Muebles y Productos Relacionados         ,337,0,0,0,0
Fajardo,53,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Fajardo,53,Comercio al por Mayor                    ,42,8,25,151167,6128
Fajardo,53,Comercio al Detal                        ,44-45,101,1788,14276783,7986
Fajardo,53,Transportación y Almacenamiento           ,48-49,12,336,3366242,10019
Fajardo,53,Información                              ,51,7,116,948976,8157
Fajardo,53,Finanzas y Seguros                       ,52,15,193,2022876,10499
Fajardo,53,"Bienes Raíces, Renta o Arrendamiento     ",53,24,94,791200,8387
Fajardo,53,Servicios Profesionales y Técnicos       ,54,35,86,718280,8320
Fajardo,53,Gerencia de Companías y Empresas         ,55,0,0,0,0
Fajardo,53,Servicios Adm. y Desperdicios Sólidos    ,56,20,228,1171478,5146
Fajardo,53,Servicios Educativos                     ,61,16, 905 ," 6,043,028 "," 6,677 "
Fajardo,53,Servicios de Salud y Asistencia Social   ,62,86,1053,7668934,7285
Fajardo,53,"Arte, Entretenimiento y Recreación       ",71,14,229,1762390,7707
Fajardo,53,Alojamiento y Servicios de Alimentos     ,72,72,1512,6769353,4476
Fajardo,53,Otros Servicios Excepto Adm. Pública     ,81,50,218,1267906,5825
Fajardo,53,Administración Pública                   ,92,19," 1,523 "," 17,167,586 "," 11,275 "
Fajardo,53,Otros (Establecimientos no Clasificados) ,99,1,*,*,*
Florida,54,Total Municipio Cuarto Trimestre 2021 ,,59,1080,5909435,5473
Florida,54,"Agricultura, Bosque, Pesca y Caza        ",11,3,5,12838,2568
Florida,54,Mineria                                  ,21,0,0,0,0
Florida,54,"Electricidad, Agua y Gas                 ",22,0,0,0,0
Florida,54,Construcción                             ,23,5,205,976041,4753
Florida,54,Manufactura                              ,31-33,5,67,369837,5493
Florida,54,Alimentos                                ,311,2,*,*,*
Florida,54,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Florida,54,Textiles                                 ,313,0,0,0,0
Florida,54,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Florida,54,Ropa                                     ,315,0,0,0,0
Florida,54,Cuero y Productos Relacionados           ,316,0,0,0,0
