fipstate,fipscty,naics,empflag,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,censtate,cencty
72,1,------,,H,844,H,2827,H,11709,120,86,14,11,6,2,1,0,0,0,0,0,0,0,6,1
72,1,23----,B,D,0,D,0,D,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,6,1
72,1,236///,B,D,0,D,0,D,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,6,1
72,1,2361//,B,D,0,D,0,D,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,6,1
72,1,23611/,B,D,0,D,0,D,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,6,1
72,1,236115,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,236118,B,D,0,D,0,D,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1
72,1,237///,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,2373//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,23731/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,237310,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,238///,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1
72,1,2382//,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1
72,1,23821/,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1
72,1,238210,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1
72,1,31----,C,D,0,D,0,D,0,8,6,1,0,0,0,1,0,0,0,0,0,0,0,6,1
72,1,311///,A,S,0,S,0,H,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,3114//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,31141/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,311412,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,3118//,A,S,0,S,0,H,59,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,31181/,A,S,0,S,0,H,59,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,311811,A,S,0,S,0,H,59,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,315///,C,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1
72,1,3152//,C,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1
72,1,31522/,C,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1
72,1,315224,C,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1
72,1,332///,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,3323//,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,33232/,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,332321,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,332323,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,337///,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,3371//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,33711/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,337110,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,42----,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,423///,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,4239//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,42391/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,423910,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,424///,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,4244//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,42449/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,424490,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,44----,,H,177,H,541,H,2343,37,28,6,2,0,1,0,0,0,0,0,0,0,0,6,1
72,1,441///,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,4413//,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,44131/,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,441310,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,442///,A,S,0,H,43,G,164,4,2,2,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,4421//,,G,10,S,0,H,117,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,44211/,,G,10,S,0,H,117,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1
72,1,442110,,G,10,S,0,H,117,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1
